Player_Name,Points
Jamal Murray,39.5945945945946
Keegan Murray,26.358974358974354
Kris Murray,9.63888888888889
Svi Mykhailiuk,18.2
Pete Nance,6.4
Larry Nance Jr.,25.46666666666666
Andrew Nembhard,24.249999999999996
Aaron Nesmith,18.0
Tristen Newton,-0.19999999999999984
Georges Niang,16.333333333333336
Daishen Nix,0.3333333333333333
Zeke Nnaji,1.9999999999999991
Jaylen Nowell,13.75
Jusuf Nurkić,22.520000000000003
Royce O'Neale,24.472222222222225
Josh Okogie,13.84
Onyeka Okongwu,28.14285714285714
Isaac Okoro,14.785714285714285
Quincy Olivari,0.5
Kelly Olynyk,16.349999999999998
Kelly Oubre Jr.,27.512820512820515
Chris Paul,33.75609756097561
Cameron Payne,17.025641025641022
Gary Payton II,13.61290322580645
Drew Peterson,7.818181818181818
Julian Phillips,9.13953488372093
Jalen Pickett,7.352941176470589
Scotty Pippen Jr.,25.209302325581397
Daeqwon Plowden,32.0
Mason Plumlee,16.658536585365855
Brandin Podziemski,20.96666666666667
Jordan Poole,35.26470588235294
Craig Porter Jr.,7.16
Kevin Porter Jr.,18.513513513513516
Michael Porter Jr.,33.325581395348834
Bobby Portis,27.8
Kristaps Porziņģis,36.15789473684211
Quinten Post,7.5
Micah Potter,10.1875
Dwight Powell,7.545454545454545
Norman Powell,35.62857142857143
Taurean Prince,17.243902439024392
Payton Pritchard,29.488372093023255
Olivier-Maxence Prosper,6.46875
Jakob Pöltl,36.973684210526315
Trevelin Queen,15.0
Neemias Queta,14.0
Immanuel Quickley,28.77777777777777
Lester Quinones,1.75
Julius Randle,32.48837209302326
Duop Reath,3.8
Austin Reaves,35.08571428571429
Cam Reddish,11.413793103448278
Paul Reed,15.863636363636365
Alex Reese,4.0
Antonio Reeves,7.647058823529412
Naz Reid,27.325581395348834
Jared Rhoden,2.5
Nick Richards,21.57142857142857
Josh Richardson,9.75
Zaccharie Risacher,17.769230769230766
Liam Robbins,1.5384615384615379
Duncan Robinson,20.3
Orlando Robinson,6.0
Jeremiah Robinson-Earl,15.621621621621621
David Roddy,12.086956521739129
Ryan Rollins,12.52
Terry Rozier,21.973684210526315
Rayan Rupert,5.1
D'Angelo Russell,24.62068965517241
Matt Ryan,1.8571428571428572
Domantas Sabonis,49.38461538461537
Tidjane Salaün,11.058823529411764
Adama Sanogo,3.75
Gui Santos,7.666666666666666
Alexandre Sarr,27.081081081081084
Marcus Sasser,13.4375
Baylor Scheierman,4.142857142857142
Dennis Schröder,35.47826086956521
Alperen Sengun,42.19047619047619
Brice Sensabaugh,16.40625
Collin Sexton,28.48717948717949
Landry Shamet,5.5
Terrence Shannon Jr.,3.5
Day'Ron Sharpe,18.18181818181818
Shaedon Sharpe,27.54285714285714
Jamal Shead,13.051282051282051
Ben Sheppard,13.10344827586207
Reed Sheppard,8.125
Pascal Siakam,38.18604651162791
Ben Simmons,25.733333333333334
Anfernee Simons,30.307692307692307
K.J. Simpson,8.916666666666666
Jericho Sims,7.8235294117647065
Marcus Smart,21.111111111111114
Dru Smith,18.428571428571427
Jalen Smith,18.4
Tyler Smith,4.181818181818182
Jabari Smith Jr.,24.090909090909093
Nick Smith Jr.,9.857142857142858
Jeremy Sochan,29.36363636363636
Cam Spencer,9.600000000000001
Pat Spencer,7.588235294117647
Jaden Springer,2.5263157894736836
Isaiah Stewart,20.53846153846154
Julian Strawther,17.27906976744186
Max Strus,17.928571428571427
Jalen Suggs,31.264705882352942
Cole Swider,-0.5
Jae'Sean Tate,8.826086956521738
Jayson Tatum,49.9
Garrett Temple,3.357142857142857
Dalen Terry,8.439024390243903
Daniel Theis,14.647058823529413
Cam Thomas,32.94736842105263
Amen Thompson,31.7948717948718
Ausar Thompson,19.333333333333336
Klay Thompson,24.157894736842106
Tristan Thompson,6.111111111111111
JT Thor,6.25
Xavier Tillman,3.8799999999999994
Jacob Toppin,1.5384615384615385
Obi Toppin,21.85
Karl-Anthony Towns,50.55
Armel Traoré,4.375
Luke Travers,4.5
Gary Trent Jr.,17.72222222222222
Oscar Tshiebwe,16.0
Myles Turner,33.8
Hunter Tyson,4.71875
Jaylon Tyson,5.48
Stanley Umude,1.8666666666666663
Jonas Valančiūnas,26.365853658536587
Fred VanVleet,36.02564102564102
Devin Vassell,29.5
Gabe Vincent,10.611111111111112
Tristan Vukcevic,1.25
Nikola Vučević,43.627906976744185
Dean Wade,18.757575757575758
Franz Wagner,45.36
Moritz Wagner,23.03333333333333
Jabari Walker,7.903225806451612
Jarace Walker,16.23255813953488
Cason Wallace,24.146341463414636
Keaton Wallace,15.529411764705882
Jordan Walsh,4.89655172413793
Ja'Kobe Walter,12.760000000000002
Kel'el Ware,18.962962962962962
P.J. Washington,29.72222222222223
TyTy Washington Jr.,6.25
Lindy Waters III,13.470588235294118
Trendon Watford,13.23076923076923
Peyton Watson,20.97674418604651
Jaylen Wells,19.48837209302325
Victor Wembanyama,57.611111111111114
Blake Wesley,7.592592592592592
Russell Westbrook,33.02325581395349
Coby White,31.825000000000003
Derrick White,35.4390243902439
Dariq Whitehead,6.428571428571427
Cam Whitmore,16.458333333333332
Aaron Wiggins,19.69047619047619
Andrew Wiggins,30.25
Alondes Williams,10.0
Brandon Williams,3.749999999999999
Cody Williams,9.038461538461538
Grant Williams,24.75
Jalen Williams,41.92682926829268
Jaylin Williams,17.933333333333334
Kenrich Williams,13.612903225806452
Mark Williams,34.17647058823529
Nate Williams,6.333333333333333
Patrick Williams,20.20588235294118
Ziaire Williams,19.935483870967744
Robert Williams III,21.933333333333334
Vince Williams Jr.,10.666666666666664
Zion Williamson,40.2
Jalen Wilson,15.116279069767442
James Wiseman,7.0
Delon Wright,10.28
Guerschon Yabusele,22.724999999999998
Cui Yongxi,-0.19999999999999973
Trae Young,46.33333333333333
Ivica Zubac,38.195121951219505
Tristan da Silva,16.46341463414634
Vlatko Čančar,4.75
Dario Šarić,9.923076923076923
