Player_Name,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
Jeremy Sochan,1631110,2024-25,00,1610612759,SAS,21.0,22,19,28.954545454545453,5.2727272727272725,9.954545454545455,0.53,0.5,1.7727272727272727,0.282,2.3181818181818183,3.1818181818181817,0.729,2.6818181818181817,5.363636363636363,8.045454545454545,2.590909090909091,0.9090909090909091,0.6363636363636364,1.8181818181818181,2.3636363636363638,13.363636363636363
