Player_Name,PosPLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
Terance Mann,,2024-25,00,1610612746,LAC,28.0,37,12,19.783783783783782,2.3513513513513513,5.27027027027027,0.446,0.7027027027027027,2.027027027027027,0.347,0.6216216216216216,0.8648648648648649,0.719,0.8648648648648649,2.027027027027027,2.891891891891892,1.5945945945945945,0.7567567567567568,0.2972972972972973,0.6756756756756757,1.837837837837838,6.027027027027027
Tre Mann,,2024-25,00,1610612766,CHA,24.0,13,0,24.53846153846154,5.384615384615385,12.384615384615385,0.435,1.8461538461538463,4.615384615384615,0.4,1.4615384615384615,1.6153846153846154,0.905,0.9230769230769231,2.0,2.923076923076923,3.0,0.5384615384615384,0.3076923076923077,1.9230769230769231,1.8461538461538463,14.076923076923077
Lauri Markkanen,,2024-25,00,1610612762,UTA,27.0,47,47,31.404255319148938,6.297872340425532,14.893617021276595,0.423,2.9361702127659575,8.48936170212766,0.346,3.4468085106382977,3.9361702127659575,0.876,1.5319148936170213,4.382978723404255,5.914893617021277,1.4893617021276595,0.7021276595744681,0.3617021276595745,1.4042553191489362,1.6808510638297873,18.97872340425532
Naji Marshall,,2024-25,00,1610612742,DAL,27.0,57,23,26.771929824561404,5.0,10.087719298245615,0.496,0.9122807017543859,3.3157894736842106,0.275,1.8771929824561404,2.263157894736842,0.829,1.1228070175438596,3.6140350877192984,4.7368421052631575,2.8771929824561404,1.0526315789473684,0.14035087719298245,1.5614035087719298,1.5263157894736843,12.789473684210526
Caleb Martin,,2024-25,00,1610612755,PHI,29.0,31,24,30.419354838709676,3.2580645161290325,7.483870967741935,0.435,1.064516129032258,2.806451612903226,0.379,1.4838709677419355,2.3870967741935485,0.622,1.3870967741935485,3.0,4.387096774193548,2.225806451612903,1.096774193548387,0.6451612903225806,1.3870967741935485,2.032258064516129,9.064516129032258
Cody Martin,,2024-25,00,1610612766,CHA,29.0,39,8,24.794871794871796,2.9743589743589745,6.871794871794871,0.433,1.0256410256410255,3.1794871794871793,0.323,0.8717948717948718,1.2564102564102564,0.694,1.0256410256410255,3.4871794871794872,4.512820512820513,2.282051282051282,1.1025641025641026,0.6666666666666666,1.0769230769230769,1.8461538461538463,7.846153846153846
Jaylen Martin,,2024-25,00,1610612751,BKN,21.0,3,0,1.6666666666666667,0.3333333333333333,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0
KJ Martin,,2024-25,00,1610612755,PHI,24.0,24,7,20.0,2.5416666666666665,4.125,0.616,0.3333333333333333,0.875,0.381,1.0,1.2083333333333333,0.828,0.875,2.125,3.0,0.7916666666666666,0.4583333333333333,0.6666666666666666,0.5,2.5833333333333335,6.416666666666667
Tyrese Martin,,2024-25,00,1610612751,BKN,26.0,52,7,21.5,3.076923076923077,7.615384615384615,0.404,1.5961538461538463,4.615384615384615,0.346,0.75,0.9615384615384616,0.78,0.9807692307692307,2.6153846153846154,3.5961538461538463,1.8076923076923077,0.5769230769230769,0.15384615384615385,1.1730769230769231,1.2307692307692308,8.5
Garrison Mathews,,2024-25,00,1610612737,ATL,28.0,45,2,17.466666666666665,2.1777777777777776,5.444444444444445,0.4,1.8222222222222222,4.622222222222222,0.394,1.4,1.711111111111111,0.818,0.28888888888888886,1.5555555555555556,1.8444444444444446,1.288888888888889,0.5777777777777777,0.3111111111111111,0.6444444444444445,1.711111111111111,7.5777777777777775
Bennedict Mathurin,,2024-25,00,1610612754,IND,22.0,63,48,30.365079365079364,5.619047619047619,12.0,0.468,1.4761904761904763,4.063492063492063,0.363,3.5555555555555554,4.26984126984127,0.833,1.2063492063492063,4.238095238095238,5.444444444444445,1.873015873015873,0.6031746031746031,0.36507936507936506,1.873015873015873,2.3015873015873014,16.26984126984127
Karlo Matković,,2024-25,00,1610612740,NOP,23.0,32,5,18.0,2.5625,4.625,0.554,0.40625,1.25,0.325,0.78125,0.96875,0.806,1.59375,3.125,4.71875,0.9375,0.46875,1.03125,1.03125,2.3125,6.3125
Tyrese Maxey,,2024-25,00,1610612755,PHI,24.0,52,52,37.69230769230769,9.173076923076923,20.98076923076923,0.437,3.0961538461538463,9.192307692307692,0.337,4.884615384615385,5.5576923076923075,0.879,0.28846153846153844,3.0576923076923075,3.3461538461538463,6.096153846153846,1.75,0.40384615384615385,2.3846153846153846,2.230769230769231,26.326923076923077
Miles McBride,,2024-25,00,1610612752,NYK,24.0,59,8,24.93220338983051,3.4237288135593222,8.40677966101695,0.407,1.7627118644067796,4.745762711864407,0.371,0.8305084745762712,1.0169491525423728,0.817,0.7457627118644068,1.7796610169491525,2.5254237288135593,2.864406779661017,0.9491525423728814,0.288135593220339,0.6610169491525424,1.6271186440677967,9.440677966101696
Jared McCain,,2024-25,00,1610612755,PHI,21.0,23,8,25.73913043478261,5.478260869565218,11.91304347826087,0.46,2.217391304347826,5.782608695652174,0.383,2.130434782608696,2.4347826086956523,0.875,0.5652173913043478,1.8695652173913044,2.4347826086956523,2.608695652173913,0.6521739130434783,0.0,1.608695652173913,1.608695652173913,15.304347826086957
Mac McClung,,2024-25,00,1610612753,ORL,26.0,1,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
CJ McCollum,,2024-25,00,1610612740,NOP,33.0,54,54,32.72222222222222,7.814814814814815,17.72222222222222,0.441,3.0555555555555554,8.148148148148149,0.375,2.2037037037037037,3.074074074074074,0.717,0.7592592592592593,3.037037037037037,3.7962962962962963,4.018518518518518,0.7592592592592593,0.4444444444444444,1.8148148148148149,2.2222222222222223,20.88888888888889
T.J. McConnell,,2024-25,00,1610612754,IND,32.0,66,0,18.060606060606062,4.121212121212121,8.0,0.515,0.21212121212121213,0.6818181818181818,0.311,0.803030303030303,1.0757575757575757,0.746,0.5151515151515151,1.8181818181818181,2.3333333333333335,4.5,1.106060606060606,0.25757575757575757,1.4545454545454546,0.9848484848484849,9.257575757575758
Jaden McDaniels,,2024-25,00,1610612750,MIN,24.0,71,71,32.33802816901409,4.985915492957746,10.338028169014084,0.482,1.323943661971831,3.9014084507042255,0.339,1.3098591549295775,1.5774647887323943,0.83,1.6338028169014085,4.338028169014085,5.971830985915493,2.0985915492957745,1.4366197183098592,0.8873239436619719,1.1267605633802817,2.8732394366197185,12.605633802816902
Jalen McDaniels,,2024-25,00,1610612764,WAS,27.0,4,0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0
Bryce McGowens,,2024-25,00,1610612757,POR,22.0,12,0,2.5,0.3333333333333333,1.0833333333333333,0.308,0.0,0.3333333333333333,0.0,0.4166666666666667,0.5,0.833,0.16666666666666666,0.08333333333333333,0.25,0.08333333333333333,0.08333333333333333,0.0,0.3333333333333333,0.16666666666666666,1.0833333333333333
Jordan McLaughlin,,2024-25,00,1610612758,SAC,28.0,28,0,6.785714285714286,0.5714285714285714,1.5714285714285714,0.364,0.35714285714285715,0.9285714285714286,0.385,0.39285714285714285,0.5714285714285714,0.688,0.14285714285714285,0.6071428571428571,0.75,0.8571428571428571,0.39285714285714285,0.0,0.39285714285714285,0.4642857142857143,1.8928571428571428
Jack McVeigh,,2024-25,00,1610612745,HOU,28.0,7,0,4.0,0.7142857142857143,1.8571428571428572,0.385,0.5714285714285714,1.4285714285714286,0.4,0.0,0.0,0.0,0.14285714285714285,0.42857142857142855,0.5714285714285714,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,2.0
De'Anthony Melton,,2024-25,00,1610612744,GSW,26.0,6,2,20.166666666666668,3.6666666666666665,9.0,0.407,2.1666666666666665,5.833333333333333,0.371,0.8333333333333334,1.3333333333333333,0.625,1.0,2.3333333333333335,3.3333333333333335,2.8333333333333335,1.1666666666666667,0.3333333333333333,1.6666666666666667,3.0,10.333333333333334
Sam Merrill,,2024-25,00,1610612739,CLE,28.0,60,2,19.15,2.35,5.8,0.405,1.8666666666666667,5.033333333333333,0.371,0.4666666666666667,0.48333333333333334,0.966,0.5,1.5,2.0,1.4,0.6333333333333333,0.16666666666666666,0.4666666666666667,1.7333333333333334,7.033333333333333
Vasilije Micić,,2024-25,00,1610612766,CHA,31.0,36,16,21.22222222222222,2.638888888888889,7.583333333333333,0.348,1.25,3.4722222222222223,0.36,0.9444444444444444,1.1388888888888888,0.829,0.5555555555555556,1.8611111111111112,2.4166666666666665,3.5277777777777777,0.4166666666666667,0.0,2.0555555555555554,1.2222222222222223,7.472222222222222
Khris Middleton,,2024-25,00,1610612749,MIL,33.0,23,7,23.217391304347824,4.695652173913044,9.173913043478262,0.512,1.5217391304347827,3.739130434782609,0.407,1.6956521739130435,2.0,0.848,0.21739130434782608,3.4782608695652173,3.6956521739130435,4.434782608695652,0.7391304347826086,0.21739130434782608,1.608695652173913,2.260869565217391,12.608695652173912
Brandon Miller,,2024-25,00,1610612766,CHA,22.0,27,27,34.22222222222222,7.333333333333333,18.185185185185187,0.403,3.8518518518518516,10.851851851851851,0.355,2.5185185185185186,2.925925925925926,0.861,0.9259259259259259,3.925925925925926,4.851851851851852,3.6296296296296298,1.0740740740740742,0.7407407407407407,2.814814814814815,2.740740740740741,21.037037037037038
Emanuel Miller,,2024-25,00,1610612741,CHI,24.0,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
