Player,TEAM_ABBREVIATION,MIN,FGM,FGA,FG3M,FG3A,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TOV,PTS,GP,FPPG
Ricky Rubio,CLE,17.2,1.8,5.4,0.6,2.5,0.8,1.1,0.3,1.8,2.1,3.5,0.8,0.2,0.9,5.2,33,15.0
Robert Covington,LAC,16.2,2.1,4.8,1.1,2.8,0.6,0.8,0.6,2.8,3.5,1.2,0.8,0.7,0.7,6.0,48,16.800000000000004
Robert Williams,BOS,23.5,3.6,4.9,0.0,0.0,0.7,1.2,3.0,5.4,8.3,1.4,0.6,1.4,1.0,8.0,35,26.900000000000002
Robin Lopez,CLE,8.1,1.3,2.0,0.1,0.1,0.4,0.5,0.6,0.8,1.4,0.5,0.1,0.2,0.7,3.0,37,5.800000000000001
Rodney McGruder,DET,16.4,1.9,4.8,1.3,3.0,0.6,0.7,0.6,1.7,2.3,0.9,0.5,0.0,0.3,5.7,32,11.4
Romeo Langford,SAS,19.6,2.8,6.0,0.4,1.4,0.9,1.3,1.3,1.3,2.7,1.2,0.6,0.3,0.7,6.9,43,13.799999999999999
Ron Harper Jr.,TOR,5.3,0.9,1.8,0.3,1.0,0.1,0.1,0.3,0.4,0.8,0.4,0.0,0.1,0.0,2.2,9,4.5
Royce O'Neale,BRK,31.7,3.0,7.8,2.1,5.5,0.7,0.9,0.7,4.3,5.1,3.7,0.9,0.6,1.5,8.8,76,24.400000000000002
Rudy Gay,UTA,14.6,1.9,5.1,0.6,2.3,0.8,0.9,0.6,2.3,2.9,1.0,0.3,0.3,0.7,5.2,56,10.3
Rudy Gobert,MIN,30.7,5.1,7.8,0.0,0.0,3.1,4.9,3.3,8.3,11.6,1.2,0.8,1.4,1.7,13.4,70,33.4
Rui Hachimura,TOT,23.333333333333332,4.533333333333333,9.333333333333334,0.7999999999999999,2.566666666666667,1.4000000000000001,1.8666666666666665,0.7999999999999999,3.6666666666666665,4.5,0.9333333333333332,0.3,0.4000000000000001,0.8333333333333334,11.266666666666666,126,18.833333333333332
Russell Westbrook,TOT,29.333333333333332,5.933333333333334,13.366666666666667,1.2,3.8333333333333335,2.733333333333333,4.166666666666667,1.2333333333333334,4.333333333333333,5.633333333333333,7.533333333333334,1.0333333333333334,0.4666666666666666,3.466666666666667,15.866666666666667,146,33.900000000000006
Ryan Arcidiacono,TOT,9.066666666666666,0.5,2.0,0.43333333333333335,1.2333333333333334,0.0,0.0,0.0,0.7999999999999999,0.7999999999999999,1.2333333333333332,0.26666666666666666,0.0,0.39999999999999997,1.4000000000000001,40,4.366666666666667
Ryan Rollins,GSW,5.2,0.6,1.7,0.3,0.8,0.5,0.5,0.3,0.8,1.0,0.5,0.1,0.1,1.3,1.9,12,1.9
Saben Lee,TOT,11.9,1.8333333333333333,3.9666666666666663,0.3,1.0,1.1666666666666667,1.5999999999999999,0.3666666666666667,0.9,1.2666666666666666,2.1666666666666665,0.7000000000000001,0.0,1.1333333333333333,5.1000000000000005,50,10.8
Saddiq Bey,TOT,27.2,4.533333333333333,10.6,1.9666666666666668,5.333333333333333,2.4,2.766666666666667,1.3333333333333333,3.3666666666666667,4.733333333333333,1.5,0.9,0.13333333333333333,0.8666666666666667,13.4,154,23.6
Sam Hauser,BOS,16.1,2.3,5.0,1.8,4.2,0.2,0.2,0.4,2.1,2.6,0.9,0.4,0.3,0.4,6.4,80,14.2
Sam Merrill,CLE,11.8,1.8,4.4,1.0,3.6,0.4,0.4,0.0,1.8,1.8,1.0,0.8,0.0,0.0,5.0,5,12.2
Sandro Mamukelashvili,TOT,15.866666666666667,2.4,5.599999999999999,0.7333333333333334,2.3666666666666667,0.9333333333333332,1.4000000000000001,1.7000000000000002,2.8000000000000003,4.466666666666666,1.5,0.3333333333333333,0.3,0.8666666666666667,6.433333333333334,86,14.166666666666668
Santi Aldama,MEM,21.8,3.2,6.8,1.2,3.5,1.4,1.9,1.1,3.7,4.8,1.3,0.6,0.6,0.8,9.0,77,19.9
Scottie Barnes,TOR,34.8,6.0,13.2,0.8,2.9,2.5,3.2,2.3,4.3,6.6,4.8,1.1,0.8,2.0,15.3,77,34.0
Scotty Pippen Jr.,LAL,5.3,0.7,2.0,0.2,0.5,0.8,1.5,0.3,0.3,0.7,0.3,0.3,0.2,0.3,2.3,6,3.9
Serge Ibaka,MIL,11.6,1.6,3.4,0.4,1.1,0.5,0.8,0.9,1.8,2.8,0.3,0.1,0.4,0.7,4.1,16,8.0
Seth Curry,BRK,19.9,3.4,7.4,1.5,3.8,0.8,0.9,0.2,1.4,1.6,1.6,0.6,0.1,0.8,9.2,61,16.0
Shaedon Sharpe,POR,22.2,3.8,8.1,1.3,3.5,0.9,1.3,0.8,2.2,3.0,1.2,0.5,0.3,1.0,9.9,80,16.9
Shai Gilgeous-Alexander,OKC,35.5,10.4,20.3,0.9,2.5,9.8,10.9,0.9,4.0,4.8,5.5,1.6,1.0,2.8,31.4,68,52.3
Shake Milton,PHI,20.6,3.2,6.6,0.7,1.9,1.3,1.5,0.5,2.0,2.5,3.2,0.3,0.2,1.2,8.4,76,17.200000000000003
Shaquille Harrison,POR,24.0,3.0,7.2,0.6,2.0,2.2,3.0,0.2,4.2,4.4,6.0,2.2,0.4,1.2,8.8,5,31.800000000000004
Simone Fontecchio,UTA,14.7,2.2,6.0,1.2,3.7,0.7,0.8,0.6,1.1,1.7,0.8,0.3,0.2,0.8,6.3,52,9.5
Skylar Mays,POR,31.5,5.7,11.3,2.0,4.3,2.0,2.2,0.3,2.8,3.2,8.3,1.0,0.2,1.7,15.3,6,38.400000000000006
Spencer Dinwiddie,TOT,34.63333333333333,5.766666666666667,13.366666666666667,2.1999999999999997,6.1000000000000005,3.466666666666667,4.266666666666667,0.3666666666666667,3.1999999999999997,3.533333333333333,6.966666666666666,0.8666666666666667,0.3,1.8666666666666665,17.166666666666668,158,35.13333333333333
Stanley Johnson,SAS,15.6,2.2,4.1,0.6,1.3,0.9,1.3,0.7,2.4,3.2,2.2,0.5,0.2,1.1,5.8,30,14.500000000000004
Stanley Umude,DET,2.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1,9.0
Stephen Curry,GSW,34.7,10.0,20.2,4.9,11.4,4.6,5.0,0.7,5.4,6.1,6.3,0.9,0.4,3.2,29.4,56,51.2
Sterling Brown,LAL,6.0,0.0,1.0,0.0,0.5,0.0,0.0,0.8,1.3,2.0,0.5,0.8,0.0,0.0,0.0,4,5.2
Steven Adams,MEM,27.0,3.7,6.3,0.0,0.0,1.1,3.1,5.1,6.5,11.5,2.3,0.9,1.1,1.9,8.6,42,28.0
Svi Mykhailiuk,TOT,13.4,2.1999999999999997,4.933333333333334,1.2333333333333334,2.866666666666667,0.7333333333333334,1.1333333333333333,0.43333333333333335,1.0999999999999999,1.5333333333333332,1.5,0.4333333333333333,0.10000000000000002,0.7333333333333334,6.366666666666667,64,11.866666666666667
T.J. McConnell,IND,20.3,3.8,6.9,0.3,0.8,0.8,0.9,0.6,2.5,3.1,5.3,1.1,0.1,1.9,8.7,75,24.299999999999997
T.J. Warren,TOT,15.833333333333334,2.966666666666667,6.166666666666667,0.5,1.5333333333333332,0.6,0.7333333333333334,0.6333333333333333,2.3,2.9333333333333336,0.9333333333333332,0.5,0.3,0.4666666666666666,7.066666666666666,84,14.266666666666666
Taj Gibson,WAS,9.8,1.3,2.6,0.2,0.5,0.6,0.9,0.7,1.2,1.9,0.7,0.3,0.2,0.5,3.4,49,7.6
Talen Horton-Tucker,UTA,20.2,4.0,9.4,0.9,3.1,1.9,2.6,0.6,2.6,3.2,3.8,0.6,0.4,1.9,10.7,65,20.5
Tari Eason,HOU,21.5,3.6,8.0,0.7,2.1,1.3,1.8,2.4,3.7,6.0,1.1,1.2,0.6,1.2,9.3,82,21.700000000000003
Taurean Prince,MIN,22.1,3.3,7.0,1.4,3.6,1.2,1.4,0.3,2.2,2.4,1.6,0.5,0.3,1.3,9.1,54,16.099999999999998
Terance Mann,LAC,23.1,3.4,6.5,1.0,2.4,1.1,1.5,1.0,2.5,3.4,2.3,0.5,0.3,1.0,8.8,81,18.9
Terence Davis,SAC,13.1,2.4,5.7,1.4,3.8,0.5,0.7,0.3,1.9,2.2,1.0,0.7,0.2,0.8,6.7,64,13.2
Terrence Ross,TOT,20.666666666666668,3.233333333333333,7.466666666666666,1.5333333333333332,4.2,0.4666666666666666,0.5666666666666667,0.3666666666666667,2.2,2.5666666666666664,1.5999999999999999,0.5666666666666667,0.16666666666666666,0.6333333333333333,8.433333333333334,126,16.299999999999997
Terry Rozier,CHO,35.3,7.8,18.9,2.6,8.0,2.8,3.5,0.8,3.3,4.1,5.1,1.2,0.3,2.1,21.1,63,35.8
Terry Taylor,TOT,8.166666666666666,1.4333333333333333,2.3000000000000003,0.20000000000000004,0.5,0.20000000000000004,0.5,0.9,0.6333333333333333,1.5333333333333332,0.2333333333333333,0.06666666666666667,0.20000000000000004,0.19999999999999998,3.1999999999999997,62,6.333333333333333
Thaddeus Young,TOR,14.7,2.0,3.7,0.1,0.6,0.3,0.5,1.3,1.8,3.1,1.4,1.0,0.1,0.8,4.4,54,13.3
Thanasis Antetokounmpo,MIL,5.6,0.5,1.2,0.0,0.2,0.3,0.6,0.4,0.8,1.2,0.4,0.1,0.1,0.3,1.4,37,3.0999999999999996
Theo Pinson,DAL,8.1,0.8,2.2,0.6,1.6,0.3,0.3,0.3,1.3,1.6,1.2,0.2,0.0,0.3,2.4,40,6.6
Thomas Bryant,TOT,17.033333333333335,3.5,5.8,0.3666666666666667,0.9,1.4333333333333333,1.9000000000000001,1.4000000000000001,3.9333333333333336,5.266666666666667,0.43333333333333335,0.2333333333333333,0.5,0.6333333333333333,8.833333333333334,118,17.733333333333334
Th�o Maledon,CHO,19.4,2.3,5.8,0.6,2.2,1.4,1.7,0.3,2.5,2.8,3.5,0.8,0.3,1.3,6.7,44,17.4
Tim Hardaway Jr.,DAL,30.3,4.8,11.9,3.0,7.7,1.8,2.3,0.3,3.2,3.5,1.8,0.7,0.2,0.8,14.4,71,23.7
Tobias Harris,PHI,32.9,5.7,11.4,1.7,4.4,1.5,1.7,0.9,4.8,5.7,2.5,0.9,0.5,1.2,14.7,74,30.099999999999994
Tony Bradley,CHI,2.8,0.5,1.0,0.3,0.4,0.3,0.3,0.1,0.8,0.9,0.1,0.1,0.1,0.1,1.6,12,3.5999999999999996
Torrey Craig,PHO,24.7,2.9,6.3,1.3,3.2,0.4,0.6,1.8,3.6,5.4,1.5,0.6,0.8,0.9,7.4,79,20.200000000000003
Trae Young,ATL,34.8,8.2,19.0,2.1,6.3,7.8,8.8,0.8,2.2,3.0,10.2,1.1,0.1,4.1,26.2,73,44.699999999999996
Tre Jones,SAS,29.2,5.0,10.9,0.7,2.3,2.2,2.5,0.8,2.8,3.6,6.6,1.3,0.1,1.6,12.9,68,31.599999999999994
Tre Mann,OKC,17.7,2.9,7.5,1.2,3.8,0.6,0.8,0.4,1.9,2.3,1.8,0.6,0.2,0.9,7.7,67,14.3
Trendon Watford,POR,19.1,2.9,5.2,0.4,1.0,1.2,1.6,0.7,3.2,3.8,2.1,0.5,0.2,1.1,7.4,62,16.6
Trent Forrest,ATL,12.0,1.1,2.6,0.0,0.1,0.1,0.1,0.2,1.4,1.6,1.7,0.3,0.1,0.7,2.3,23,7.1000000000000005
Trevelin Queen,IND,10.0,1.0,4.1,0.3,2.1,0.7,0.7,1.1,1.3,2.4,0.9,0.3,0.7,1.0,3.0,7,7.4
Trevor Hudgins,HOU,5.6,0.4,1.8,0.4,1.6,0.6,0.6,0.0,0.0,0.0,0.6,0.0,0.0,0.2,1.8,5,2.0
Trevor Keels,NYK,2.7,0.3,1.3,0.3,1.3,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,1.0,3,1.2999999999999998
Trey Lyles,SAC,16.9,2.5,5.5,1.2,3.2,1.4,1.7,0.9,3.1,4.1,0.9,0.4,0.4,0.9,7.6,74,15.299999999999997
Trey Murphy III,NOP,31.0,4.9,10.1,2.6,6.3,2.2,2.4,0.7,2.8,3.6,1.4,1.1,0.5,0.8,14.5,79,27.800000000000004
Troy Brown Jr.,LAL,24.5,2.6,6.1,1.4,3.7,0.4,0.5,0.8,3.2,4.1,1.3,0.8,0.2,0.6,7.1,76,17.0
Ty Jerome,GSW,18.1,2.6,5.4,0.8,2.0,0.8,0.9,0.2,1.6,1.7,3.0,0.5,0.1,0.7,6.9,45,16.1
TyTy Washington Jr.,HOU,14.0,1.9,5.2,0.6,2.6,0.3,0.6,0.1,1.4,1.5,1.5,0.5,0.1,0.5,4.7,31,9.5
Tyler Dorsey,DAL,2.7,1.3,1.7,0.3,0.7,0.0,0.0,0.3,0.3,0.7,0.0,0.0,0.0,0.0,3.0,3,4.9
Tyler Herro,MIA,34.9,7.3,16.6,3.0,8.0,2.5,2.7,0.4,5.0,5.4,4.2,0.8,0.2,2.4,20.1,67,33.9
Tyrese Haliburton,IND,33.6,7.4,15.0,2.9,7.2,3.1,3.6,0.6,3.1,3.7,10.4,1.6,0.4,2.5,20.7,56,50.400000000000006
Tyrese Martin,ATL,4.1,0.6,1.4,0.1,0.4,0.1,0.1,0.3,0.4,0.8,0.1,0.1,0.0,0.1,1.3,16,2.4000000000000004
Tyrese Maxey,PHI,33.6,7.3,15.2,2.7,6.2,3.0,3.6,0.4,2.6,2.9,3.5,0.8,0.1,1.3,20.3,60,32.7
Tyus Jones,MEM,24.3,3.9,8.9,1.5,4.1,1.0,1.3,0.4,2.2,2.5,5.2,1.0,0.1,0.9,10.3,80,25.9
Udoka Azubuike,UTA,10.0,1.6,2.0,0.0,0.0,0.2,0.6,0.9,2.4,3.3,0.3,0.2,0.4,0.5,3.5,36,9.6
Udonis Haslem,MIA,10.1,1.4,4.1,0.4,1.3,0.6,0.7,0.6,1.0,1.6,0.0,0.1,0.3,0.1,3.9,7,5.9
Usman Garuba,HOU,12.9,1.1,2.4,0.3,0.8,0.4,0.6,1.6,2.5,4.1,0.9,0.6,0.4,0.6,3.0,75,11.6
Vernon Carey Jr.,WAS,2.5,0.2,0.7,0.0,0.0,0.2,0.2,0.3,0.7,1.0,0.3,0.2,0.2,0.2,0.5,11,3.0000000000000004
Victor Oladipo,MIA,26.3,3.8,9.6,1.7,5.0,1.4,1.9,0.4,2.7,3.0,3.5,1.4,0.3,2.1,10.7,42,22.499999999999996
Vince Williams Jr.,MEM,7.0,0.8,2.7,0.3,1.9,0.1,0.1,0.3,0.7,1.0,0.3,0.4,0.1,0.3,2.0,15,4.199999999999999
Vit Krejci,ATL,5.7,0.5,1.3,0.2,0.7,0.0,0.1,0.2,0.7,0.9,0.6,0.2,0.0,0.2,1.2,29,3.5
Vlatko ?an?ar,DEN,14.8,1.8,3.8,0.7,1.9,0.6,0.7,0.4,1.7,2.1,1.3,0.4,0.2,0.6,5.0,60,11.299999999999999
Walker Kessler,UTA,23.0,4.0,5.6,0.0,0.0,1.1,2.1,3.1,5.3,8.4,0.9,0.4,2.3,0.8,9.2,74,29.999999999999996
Wendell Carter Jr.,ORL,29.6,5.6,10.8,1.4,3.9,2.5,3.4,2.1,6.6,8.7,2.3,0.5,0.6,1.9,15.2,57,29.999999999999993
Wendell Moore Jr.,MIN,5.3,0.6,1.5,0.1,0.6,0.1,0.2,0.1,0.5,0.6,0.6,0.3,0.2,0.3,1.4,29,4.3
Wenyen Gabriel,LAL,15.1,2.3,3.8,0.1,0.5,0.8,1.2,1.7,2.5,4.2,0.5,0.4,0.5,0.7,5.5,68,13.4
Wesley Matthews,MIL,15.8,1.1,3.1,0.8,2.4,0.5,0.5,0.7,1.5,2.2,0.7,0.4,0.3,0.3,3.4,52,9.100000000000001
Will Barton,TOT,16.833333333333332,2.3666666666666667,6.166666666666667,1.1333333333333333,3.1,0.5666666666666667,0.6666666666666666,0.3,2.0,2.2666666666666666,1.8333333333333333,0.5333333333333333,0.2333333333333333,0.7333333333333334,6.333333333333333,112,13.466666666666665
Willy Hernang�mez,NOP,12.1,2.3,4.4,0.1,0.3,2.1,2.7,1.5,3.2,4.7,0.9,0.4,0.3,1.0,6.9,38,13.899999999999999
Xavier Cooks,WAS,12.6,1.7,2.8,0.0,0.1,0.4,1.0,1.6,2.2,3.8,0.6,0.6,0.4,0.8,3.8,10,11.2
Xavier Moon,LAC,5.0,0.8,2.3,0.3,0.8,0.0,0.0,0.0,0.8,0.8,1.3,0.0,0.0,0.3,1.8,4,4.2
Xavier Sneed,CHO,12.0,1.3,2.5,0.8,1.5,1.0,1.0,0.0,1.3,1.3,1.3,0.0,0.3,0.8,4.3,4,8.7
Xavier Tillman Sr.,MEM,19.3,3.1,5.0,0.1,0.2,0.8,1.5,2.0,3.0,5.0,1.6,1.0,0.5,0.7,7.0,61,20.4
Yuta Watanabe,BRK,16.0,2.0,4.0,1.0,2.3,0.6,0.8,0.5,1.9,2.4,0.8,0.4,0.3,0.4,5.6,58,12.4
Zach Collins,SAS,22.9,4.5,8.7,0.9,2.3,1.7,2.3,1.8,4.5,6.4,2.9,0.6,0.8,2.0,11.6,63,26.0
Zach LaVine,CHI,35.9,8.7,18.0,2.6,7.1,4.7,5.6,0.5,3.9,4.5,4.2,0.9,0.2,2.5,24.8,77,38.2
Zeke Nnaji,DEN,13.7,2.1,3.7,0.3,1.2,0.8,1.2,1.2,1.4,2.6,0.3,0.3,0.4,0.6,5.2,53,10.4
Ziaire Williams,MEM,15.2,2.3,5.3,0.7,2.6,0.5,0.6,0.4,1.7,2.1,0.9,0.4,0.2,1.0,5.7,37,9.9
Zion Williamson,NOP,33.0,9.8,16.2,0.2,0.7,6.1,8.6,2.0,5.0,7.0,4.6,1.1,0.6,3.4,26.0,29,43.3
