Player,TEAM_ABBREVIATION,MIN,FGM,FGA,FG3M,FG3A,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TOV,PTS,GP,FPPG
A.J. Green,MIL,9.9,1.5,3.6,1.3,3.0,0.1,0.1,0.2,1.1,1.3,0.6,0.2,0.0,0.3,4.4,35,7.800000000000001
A.J. Lawson,TOT,5.6000000000000005,1.3333333333333333,2.3333333333333335,0.4666666666666666,1.1666666666666667,0.06666666666666667,0.3666666666666667,0.26666666666666666,1.0,1.2666666666666666,0.06666666666666667,0.06666666666666667,0.0,0.13333333333333333,3.1999999999999997,30,5.1
AJ Griffin,ATL,19.5,3.4,7.4,1.4,3.6,0.6,0.7,0.5,1.6,2.1,1.0,0.6,0.2,0.6,8.9,72,15.7
Aaron Gordon,DEN,30.2,6.3,11.2,0.9,2.5,2.8,4.6,2.4,4.1,6.6,3.0,0.8,0.8,1.4,16.3,68,33.0
Aaron Holiday,ATL,13.4,1.5,3.5,0.6,1.4,0.4,0.5,0.4,0.8,1.2,1.4,0.6,0.2,0.6,3.9,63,9.9
Aaron Nesmith,IND,24.9,3.5,8.1,1.6,4.3,1.6,1.9,0.8,2.9,3.8,1.3,0.8,0.5,1.0,10.1,73,19.9
Aaron Wiggins,OKC,18.5,2.7,5.2,0.7,1.7,0.8,1.0,1.0,2.0,3.0,1.1,0.6,0.2,0.8,6.8,70,14.3
Admiral Schofield,ORL,12.2,1.5,3.3,0.6,2.0,0.6,0.6,0.6,1.1,1.7,0.8,0.2,0.1,0.4,4.2,37,8.200000000000001
Al Horford,BOS,30.5,3.6,7.6,2.3,5.2,0.2,0.3,1.2,5.0,6.2,3.0,0.5,1.0,0.6,9.8,63,28.6
Alec Burks,DET,22.0,3.9,9.0,1.9,4.7,3.0,3.7,0.4,2.7,3.1,2.2,0.7,0.2,1.1,12.8,51,21.700000000000003
Aleksej Pokusevski,OKC,20.6,3.2,7.3,1.1,3.1,0.6,1.0,1.3,3.4,4.7,1.9,0.6,1.3,1.3,8.1,34,21.400000000000002
Alex Caruso,CHI,23.5,1.9,4.3,0.8,2.3,0.9,1.1,0.6,2.3,2.9,2.9,1.5,0.7,1.1,5.6,67,21.0
Alex Len,SAC,6.2,0.6,1.2,0.0,0.1,0.4,0.6,0.9,1.4,2.3,0.5,0.2,0.4,0.6,1.7,26,6.0
Alize Johnson,SAS,7.5,0.8,1.5,0.0,0.5,0.3,0.5,0.5,2.0,2.5,0.3,0.3,0.0,1.0,1.8,4,4.0
Alondes Williams,BRK,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1,-3.0
Alperen �eng�n,HOU,28.9,5.9,10.7,0.3,0.8,2.7,3.8,3.2,5.8,9.0,3.9,0.9,0.9,2.6,14.8,75,33.900000000000006
Amir Coffey,LAC,12.5,1.1,2.9,0.2,0.8,1.0,1.3,0.3,0.7,1.1,1.1,0.1,0.1,0.4,3.4,50,5.9
Andre Drummond,CHI,12.7,2.5,4.1,0.0,0.0,1.0,1.9,2.1,4.6,6.6,0.5,0.7,0.4,1.1,6.0,67,15.799999999999997
Andre Iguodala,GSW,14.1,0.9,1.9,0.1,1.1,0.3,0.4,0.4,1.8,2.1,2.4,0.5,0.4,1.1,2.1,8,10.299999999999999
Andrew Nembhard,IND,27.6,3.8,8.6,1.2,3.5,0.7,0.8,0.5,2.2,2.7,4.5,0.9,0.2,1.7,9.5,75,22.299999999999997
Andrew Wiggins,GSW,32.2,6.8,14.3,2.4,6.1,1.2,1.9,1.6,3.4,5.0,2.3,1.2,0.8,1.3,17.1,37,33.1
Anfernee Simons,POR,35.0,7.5,16.9,3.4,9.1,2.6,2.9,0.3,2.3,2.6,4.1,0.7,0.2,2.1,21.1,62,32.5
Anthony Davis,LAL,34.0,9.7,17.2,0.3,1.3,6.2,7.9,3.5,9.1,12.5,2.6,1.1,2.0,2.2,25.9,56,52.4
Anthony Edwards,MIN,36.0,8.9,19.5,2.7,7.3,4.0,5.3,0.6,5.2,5.8,4.4,1.6,0.7,3.3,24.6,79,41.50000000000001
Anthony Gill,WAS,10.6,1.2,2.2,0.1,0.5,0.8,1.1,0.6,1.1,1.7,0.6,0.1,0.2,0.3,3.3,59,6.799999999999999
Anthony Lamb,GSW,19.3,2.4,5.1,1.2,3.2,0.7,1.0,0.9,2.6,3.5,1.5,0.5,0.3,0.9,6.7,62,15.2
Austin Reaves,LAL,28.8,4.0,7.7,1.3,3.4,3.6,4.1,0.5,2.5,3.0,3.4,0.5,0.3,1.5,13.0,64,24.1
Austin Rivers,MIN,19.5,1.8,4.0,0.8,2.4,0.6,0.8,0.1,1.5,1.6,1.4,0.5,0.1,0.4,4.9,52,11.100000000000001
Ayo Dosunmu,CHI,26.2,3.5,7.1,0.7,2.4,0.8,1.0,0.6,2.2,2.8,2.6,0.8,0.3,1.2,8.6,80,19.0
Bam Adebayo,MIA,34.6,8.0,14.9,0.0,0.2,4.3,5.4,2.5,6.7,9.2,3.2,1.2,0.8,2.5,20.4,75,39.0
Ben Simmons,BRK,26.3,3.2,5.6,0.0,0.0,0.6,1.4,1.0,5.3,6.3,6.1,1.3,0.6,2.3,6.9,42,28.4
Bennedict Mathurin,IND,28.5,5.3,12.2,1.3,4.0,4.8,5.8,1.1,3.0,4.1,1.5,0.6,0.2,1.9,16.7,78,21.9
Bismack Biyombo,PHO,14.3,2.0,3.4,0.0,0.0,0.4,1.1,1.5,2.8,4.3,0.9,0.3,1.4,0.8,4.3,61,15.5
Blake Griffin,BOS,13.9,1.5,3.2,0.6,1.6,0.5,0.8,1.1,2.6,3.8,1.5,0.3,0.2,0.5,4.1,41,12.0
Blake Wesley,SAS,18.1,1.9,5.8,0.5,1.4,0.7,1.2,0.3,1.9,2.2,2.7,0.7,0.1,1.8,5.0,37,10.200000000000001
Boban Marjanovi?,HOU,5.5,1.3,1.9,0.0,0.0,0.6,0.9,0.6,1.3,1.9,0.3,0.2,0.1,0.5,3.3,31,6.4
Bobby Portis,MIL,26.0,5.7,11.5,1.4,3.7,1.4,1.8,2.2,7.4,9.6,1.5,0.4,0.2,1.2,14.1,70,27.6
Bogdan Bogdanovi?,ATL,27.9,5.1,11.3,2.7,6.7,1.2,1.4,0.4,2.6,3.1,2.8,0.8,0.3,1.2,14.0,54,26.099999999999994
Bojan Bogdanovi?,DET,32.1,7.3,14.9,2.5,6.0,4.5,5.1,0.6,3.2,3.8,2.6,0.6,0.1,2.3,21.6,59,30.400000000000002
Bol Bol,ORL,21.5,3.7,6.8,0.4,1.6,1.2,1.5,1.0,4.8,5.8,1.0,0.4,1.2,1.6,9.1,70,20.799999999999997
Bones Hyland,TOT,19.266666666666666,4.033333333333333,10.1,2.066666666666667,5.533333333333334,1.4333333333333333,1.7333333333333334,0.43333333333333335,2.2333333333333334,2.6333333333333333,3.1666666666666665,0.7333333333333334,0.2333333333333333,1.4000000000000001,11.566666666666668,112,21.333333333333336
Bradley Beal,WAS,33.5,8.9,17.6,1.6,4.4,3.8,4.6,0.8,3.1,3.9,5.4,0.9,0.7,2.9,23.2,50,39.5
Brandon Boston Jr.,LAC,11.3,2.3,5.5,0.5,1.3,1.3,1.7,0.3,1.0,1.4,0.9,0.4,0.0,0.5,6.5,22,9.5
Brandon Clarke,MEM,19.5,4.1,6.2,0.0,0.1,1.8,2.4,1.6,3.9,5.5,1.3,0.6,0.7,1.0,10.0,56,22.7
Brandon Ingram,NOP,34.2,9.0,18.6,1.4,3.6,5.3,6.0,0.5,5.0,5.5,5.8,0.7,0.4,3.3,24.7,45,39.699999999999996
Braxton Key,DET,3.0,0.3,0.3,0.0,0.0,0.7,0.7,0.0,0.3,0.3,0.0,0.0,0.0,0.0,1.3,3,1.9000000000000001
Brook Lopez,MIL,30.4,6.1,11.5,1.7,4.7,1.9,2.4,2.0,4.7,6.7,1.3,0.5,2.5,1.4,15.9,78,36.3
Bruce Brown,DEN,28.5,4.5,9.3,1.1,3.2,1.5,1.9,0.8,3.3,4.1,3.4,1.1,0.6,1.5,11.5,80,26.599999999999998
Bruno Fernando,TOT,9.066666666666666,1.4666666666666668,2.766666666666667,0.0,0.16666666666666666,0.8333333333333334,1.1666666666666667,1.2333333333333334,1.8666666666666665,3.1,0.6333333333333334,0.13333333333333333,0.7666666666666666,0.6,3.8000000000000003,78,10.4
Bryce McGowens,CHO,17.1,1.7,4.4,0.6,1.7,1.3,1.7,0.4,1.6,2.0,1.2,0.3,0.1,0.9,5.3,46,8.7
Bryn Forbes,MIN,10.7,1.2,3.3,0.6,1.8,0.6,0.6,0.2,0.4,0.6,0.7,0.3,0.1,0.5,3.6,25,5.9
Buddy Boeheim,DET,9.0,0.5,2.7,0.4,2.5,0.2,0.2,0.2,0.4,0.6,0.4,0.2,0.0,0.0,1.6,10,2.5
Buddy Hield,IND,31.0,5.9,13.0,3.6,8.5,1.3,1.6,0.8,4.2,5.0,2.8,1.2,0.3,1.7,16.8,80,32.1
CJ McCollum,NOP,35.3,7.8,17.9,2.8,7.2,2.4,3.2,0.7,3.6,4.4,5.7,0.9,0.5,2.4,20.9,75,37.2
Cade Cunningham,DET,33.3,7.8,18.7,1.4,5.1,3.0,3.6,1.0,5.2,6.2,6.0,0.8,0.6,3.3,19.9,12,34.8
Caleb Houstan,ORL,15.9,1.3,3.6,0.9,2.7,0.3,0.4,0.7,1.3,1.9,0.6,0.2,0.1,0.4,3.8,51,7.1000000000000005
Caleb Martin,MIA,29.3,3.6,7.7,1.2,3.3,1.3,1.6,1.2,3.6,4.8,1.6,1.0,0.4,1.1,9.6,71,21.4
Cam Reddish,TOT,24.766666666666666,3.5,7.8,1.1333333333333333,3.6,1.6333333333333335,1.9000000000000001,0.5,1.7666666666666666,2.2333333333333334,1.4333333333333333,1.0,0.3666666666666667,1.2,9.700000000000001,80,17.933333333333337
Cam Thomas,BRK,16.6,3.5,8.0,0.9,2.3,2.6,3.1,0.1,1.5,1.7,1.4,0.4,0.1,1.1,10.6,57,14.3
Cameron Johnson,TOT,28.166666666666668,5.233333333333333,11.166666666666666,2.466666666666667,6.033333333333334,2.3333333333333335,2.766666666666667,0.8000000000000002,3.533333333333333,4.333333333333333,1.8333333333333333,1.1666666666666667,0.3333333333333333,0.8666666666666667,15.333333333333334,84,28.933333333333337
Cameron Payne,PHO,20.2,3.9,9.4,1.4,3.9,1.0,1.3,0.3,2.0,2.2,4.5,0.7,0.2,1.7,10.3,48,21.200000000000003
Caris LeVert,CLE,30.2,4.3,10.0,1.7,4.4,1.8,2.4,0.7,3.1,3.8,3.9,1.0,0.3,1.6,12.1,74,25.4
Carlik Jones,CHI,8.0,0.9,2.1,0.4,0.9,0.7,1.1,0.1,0.6,0.7,0.9,0.3,0.0,0.3,2.9,7,5.699999999999999
Cedi Osman,CLE,20.1,3.1,6.9,1.5,4.1,1.0,1.4,0.3,2.0,2.3,1.5,0.5,0.1,0.7,8.7,77,15.399999999999999
Chance Comanche,POR,21.0,3.0,5.0,0.0,0.0,1.0,4.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,7.0,1,12.0
Charles Bassey,SAS,14.5,2.5,3.9,0.1,0.2,0.6,1.1,2.1,3.4,5.5,1.3,0.5,0.9,1.2,5.7,35,17.7
Chima Moneke,SAC,4.0,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,2,0.0
Chimezie Metu,SAC,10.4,2.0,3.3,0.1,0.6,0.8,1.1,0.7,2.3,3.0,0.6,0.3,0.3,0.5,4.9,66,11.0
Chris Boucher,TOR,20.0,3.4,7.0,0.8,2.5,1.7,2.2,2.1,3.5,5.5,0.4,0.6,0.8,0.5,9.4,76,20.4
Chris Duarte,IND,19.5,2.7,7.2,1.2,3.8,1.3,1.6,0.4,2.1,2.5,1.4,0.5,0.2,0.9,7.9,46,13.3
Chris Paul,PHO,32.0,5.0,11.3,1.7,4.4,2.3,2.7,0.5,3.8,4.3,8.9,1.5,0.4,1.9,13.9,59,39.800000000000004
Chris Silva,DAL,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1,1.0
Christian Braun,DEN,15.5,1.9,3.8,0.4,1.3,0.5,0.8,0.6,1.8,2.4,0.8,0.5,0.2,0.5,4.7,76,10.6
Christian Koloko,TOR,13.8,1.2,2.6,0.0,0.2,0.6,1.0,1.4,1.5,2.9,0.5,0.4,1.0,0.3,3.1,58,11.4
Christian Wood,DAL,25.9,5.9,11.5,1.6,4.2,3.2,4.2,1.3,6.0,7.3,1.8,0.4,1.1,1.8,16.6,67,30.800000000000004
Chuma Okeke,ORL,19.2,1.6,4.5,1.0,3.2,0.6,0.8,1.0,2.6,3.6,1.4,0.7,0.4,0.6,4.7,27,13.8
Clint Capela,ATL,26.6,5.4,8.2,0.0,0.0,1.2,2.0,4.0,7.1,11.0,0.9,0.7,1.2,0.8,12.0,65,32.6
Coby White,CHI,23.4,3.6,8.0,1.7,4.6,0.8,0.9,0.2,2.6,2.9,2.8,0.7,0.1,1.0,9.7,74,20.200000000000003
Cody Martin,CHO,19.1,2.0,5.1,0.4,2.0,0.6,1.0,1.1,2.3,3.4,1.6,0.6,0.1,0.3,5.0,7,12.700000000000001
Cody Zeller,MIA,14.5,2.5,3.9,0.0,0.1,1.6,2.3,1.7,2.6,4.3,0.7,0.2,0.3,0.9,6.5,15,12.8
Cole Anthony,ORL,25.9,4.6,10.2,1.3,3.4,2.5,2.8,0.8,4.0,4.8,3.9,0.6,0.5,1.5,13.0,60,27.0
Cole Swider,LAL,5.9,0.4,1.3,0.4,1.1,0.0,0.0,0.1,0.9,1.0,0.6,0.0,0.0,0.0,1.3,7,3.4000000000000004
Collin Sexton,UTA,23.9,4.9,9.8,1.0,2.5,3.4,4.1,0.8,1.4,2.2,2.9,0.6,0.1,1.8,14.3,48,21.800000000000004
Corey Kispert,WAS,28.3,3.9,7.9,2.2,5.2,1.0,1.2,0.4,2.4,2.8,1.2,0.4,0.1,0.7,11.1,74,18.799999999999997
Cory Joseph,DET,19.8,2.4,5.7,1.1,2.9,0.9,1.2,0.3,1.4,1.7,3.5,0.5,0.1,0.9,6.9,62,16.1
D'Angelo Russell,TOT,32.1,6.3,13.299999999999999,2.7000000000000006,6.8,2.4,3.0,0.4666666666666666,2.5,3.0,6.166666666666667,0.9,0.43333333333333335,2.533333333333333,17.7,142,34.7
D?vis Bert?ns,DAL,10.9,1.5,3.6,1.2,3.1,0.3,0.3,0.2,1.0,1.2,0.5,0.2,0.2,0.2,4.6,45,8.6
Daishen Nix,HOU,16.0,1.4,4.2,0.7,2.5,0.4,0.6,0.3,1.4,1.7,2.3,0.5,0.1,1.5,4.0,57,8.8
Dalano Banton,TOR,9.0,1.8,4.2,0.5,1.6,0.5,0.8,0.4,1.1,1.5,1.2,0.4,0.4,0.6,4.6,31,10.099999999999998
Dalen Terry,CHI,5.6,0.8,1.9,0.2,0.7,0.4,0.6,0.3,0.7,1.0,0.6,0.3,0.1,0.2,2.2,38,5.300000000000001
Damian Jones,TOT,11.799999999999999,1.3333333333333333,2.1333333333333333,0.2333333333333333,0.39999999999999997,0.5333333333333333,0.7000000000000001,1.0333333333333334,2.0,3.0,0.39999999999999997,0.19999999999999998,0.5,0.5666666666666667,3.533333333333333,82,9.6
Damian Lillard,POR,36.3,9.6,20.7,4.2,11.3,8.8,9.6,0.8,4.0,4.8,7.3,0.9,0.3,3.3,32.2,58,51.7
Damion Lee,PHO,20.4,2.7,6.1,1.5,3.3,1.3,1.4,0.5,2.5,3.0,1.3,0.4,0.1,1.1,8.2,74,14.3
Daniel Gafford,WAS,20.6,3.7,5.1,0.0,0.0,1.6,2.4,2.1,3.5,5.6,1.1,0.4,1.3,1.1,9.0,78,22.900000000000002
Daniel Theis,IND,15.6,3.0,6.3,0.3,1.6,0.7,1.7,1.0,2.1,3.1,1.3,0.3,0.9,0.4,7.0,7,15.700000000000001
Danny Green,TOT,12.9,1.8,4.333333333333333,1.3666666666666665,3.233333333333333,0.06666666666666667,0.06666666666666667,0.3,1.0,1.3,0.5666666666666667,0.4666666666666666,0.2333333333333333,0.9333333333333332,5.0,22,9.0
Danuel House Jr.,PHI,14.4,1.7,3.5,0.7,2.0,0.8,1.1,0.2,1.5,1.7,0.8,0.3,0.2,0.5,4.8,56,9.399999999999999
Dario �ari?,TOT,14.066666666666668,2.3000000000000003,4.8999999999999995,0.7999999999999999,2.0666666666666664,1.1666666666666667,1.3666666666666665,0.9,2.6999999999999997,3.5666666666666664,1.2333333333333334,0.4000000000000001,0.10000000000000002,1.0,6.533333333333334,114,12.86666666666667
Darius Bazley,TOT,12.799999999999999,1.8666666666666665,4.1000000000000005,0.43333333333333335,1.2,0.7333333333333334,1.3666666666666665,0.7666666666666666,2.1999999999999997,2.966666666666667,0.9,0.4666666666666666,0.7666666666666666,0.6333333333333333,4.866666666666667,86,12.733333333333334
Darius Days,HOU,6.3,1.3,3.0,0.8,2.5,0.5,0.5,0.3,1.3,1.5,0.3,0.0,0.3,0.0,3.8,4,7.5
Darius Garland,CLE,35.5,7.6,16.4,2.4,6.0,4.0,4.7,0.4,2.3,2.7,7.8,1.2,0.1,2.9,21.6,69,39.8
David Duke Jr.,BRK,9.9,1.6,3.4,0.0,0.5,0.5,0.7,0.5,0.8,1.3,0.9,0.4,0.0,0.8,3.7,23,6.4
David Roddy,MEM,18.0,2.6,6.0,0.9,3.0,0.6,0.9,0.7,2.0,2.8,0.8,0.4,0.3,0.8,6.7,70,12.100000000000001
Davion Mitchell,SAC,18.1,2.3,5.0,0.8,2.5,0.3,0.4,0.2,1.1,1.3,2.3,0.6,0.2,0.8,5.6,80,13.4
Davon Reed,TOT,6.8,0.6,1.5999999999999999,0.3333333333333333,0.9,0.3,0.5666666666666667,0.19999999999999998,0.9333333333333335,1.1666666666666667,0.5,0.3333333333333333,0.06666666666666667,0.3666666666666667,1.8,86,4.5
Day'Ron Sharpe,BRK,11.5,1.9,3.6,0.1,0.2,0.7,1.1,2.1,2.1,4.2,0.8,0.3,0.7,0.9,4.7,48,12.6
De'Aaron Fox,SAC,33.4,9.3,18.2,1.6,5.0,4.7,6.0,0.5,3.6,4.2,6.1,1.1,0.3,2.5,25.0,73,42.7
De'Andre Hunter,ATL,31.7,5.7,12.3,1.5,4.3,2.6,3.1,0.7,3.6,4.2,1.4,0.5,0.3,1.2,15.4,67,23.299999999999997
De'Anthony Melton,PHI,27.9,3.6,8.5,2.0,5.2,0.9,1.1,0.9,3.2,4.1,2.6,1.6,0.5,1.3,10.1,77,25.700000000000003
DeAndre Jordan,DEN,15.0,2.3,2.9,0.0,0.0,0.6,1.2,1.3,3.8,5.2,0.9,0.3,0.6,1.2,5.1,39,14.399999999999999
DeMar DeRozan,CHI,36.2,8.9,17.6,0.6,1.9,6.2,7.1,0.5,4.2,4.6,5.1,1.1,0.5,2.1,24.5,74,41.400000000000006
Dean Wade,CLE,20.3,1.7,4.0,1.0,2.9,0.3,0.5,0.5,3.0,3.4,0.8,0.6,0.5,0.4,4.7,44,13.5
Deandre Ayton,PHO,30.4,7.8,13.2,0.1,0.4,2.3,3.0,2.6,7.4,10.0,1.7,0.6,0.8,1.8,18.0,67,35.2
Dejounte Murray,ATL,36.4,8.3,17.8,1.8,5.2,2.1,2.6,0.7,4.5,5.3,6.1,1.5,0.3,2.2,20.5,74,40.9
Delon Wright,WAS,24.4,2.8,5.8,0.8,2.4,1.0,1.2,1.2,2.4,3.6,3.9,1.8,0.3,0.9,7.4,50,25.799999999999997
Deni Avdija,WAS,26.6,3.3,7.6,0.9,3.1,1.6,2.2,1.0,5.4,6.4,2.8,0.9,0.4,1.6,9.2,76,22.5
Dennis Schr�der,LAL,30.1,4.1,9.8,1.1,3.4,3.3,3.8,0.3,2.2,2.5,4.5,0.8,0.2,1.7,12.6,66,23.7
Dennis Smith Jr.,CHO,25.7,3.4,8.4,0.4,2.1,1.4,2.0,0.5,2.6,3.1,4.8,1.4,0.5,1.5,8.8,54,24.3
Deonte Burton,SAC,3.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,-1.0
Dereon Seabron,NOP,2.4,0.4,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.8,5,0.8
Derrick Jones Jr.,CHI,14.0,1.8,3.6,0.4,1.3,1.0,1.3,0.9,1.5,2.4,0.5,0.5,0.6,0.4,5.0,64,12.100000000000001
Derrick Rose,NYK,12.5,2.3,5.9,0.7,2.3,0.4,0.4,0.3,1.2,1.5,1.7,0.3,0.2,0.8,5.6,27,10.299999999999999
Derrick White,BOS,28.3,4.3,9.2,1.8,4.8,2.0,2.3,0.6,2.9,3.6,3.9,0.7,0.9,1.2,12.4,82,28.700000000000003
Desmond Bane,MEM,31.7,7.8,16.2,2.9,7.0,3.1,3.5,0.7,4.3,5.0,4.4,1.0,0.4,2.2,21.5,58,38.400000000000006
Devin Booker,PHO,34.6,9.9,20.1,2.1,6.0,5.8,6.8,0.9,3.7,4.5,5.5,1.0,0.3,2.7,27.8,53,43.900000000000006
Devin Vassell,SAS,31.0,6.9,15.7,2.7,7.0,2.1,2.6,0.2,3.7,3.9,3.6,1.1,0.4,1.5,18.5,38,32.900000000000006
Devon Dotson,WAS,8.8,0.2,1.7,0.2,0.7,0.0,0.0,1.0,0.7,1.7,1.3,0.8,0.0,0.5,0.5,6,5.9
Devonte' Graham,TOT,20.0,2.533333333333333,6.766666666666667,1.8333333333333333,5.2,1.6000000000000003,2.1666666666666665,0.3,1.5666666666666667,1.8666666666666665,2.966666666666667,0.6666666666666666,0.2333333333333333,0.8333333333333334,8.566666666666666,146,17.866666666666667
Dewayne Dedmon,TOT,10.799999999999999,1.9000000000000001,3.6999999999999997,0.26666666666666666,0.8333333333333334,0.7000000000000001,1.1333333333333333,0.8666666666666667,2.566666666666667,3.4,0.8333333333333334,0.2333333333333333,0.5333333333333333,0.7000000000000001,4.8,76,11.466666666666669
Dillon Brooks,MEM,30.3,5.4,13.6,2.0,6.0,1.6,2.1,0.6,2.7,3.3,2.6,0.9,0.2,1.4,14.3,73,23.1
Domantas Sabonis,SAC,34.6,7.3,11.9,0.4,1.1,4.1,5.5,3.2,9.1,12.3,7.3,0.8,0.5,2.9,19.1,79,47.099999999999994
Dominick Barlow,SAS,14.6,1.6,3.1,0.0,0.1,0.6,0.9,1.6,2.0,3.6,0.9,0.4,0.7,0.5,3.9,28,12.500000000000002
Donovan Mitchell,CLE,35.8,10.0,20.6,3.6,9.3,4.7,5.4,0.9,3.3,4.3,4.4,1.5,0.4,2.6,28.3,68,46.1
Donovan Williams,ATL,2.0,1.0,2.5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2,2.5
Donte DiVincenzo,GSW,26.3,3.3,7.5,2.1,5.3,0.8,1.0,1.1,3.4,4.5,3.5,1.3,0.1,1.6,9.4,72,24.299999999999997
Dorian Finney-Smith,TOT,30.099999999999998,2.9333333333333336,7.566666666666666,1.6666666666666667,5.066666666666666,0.7000000000000001,0.8666666666666667,1.7333333333333334,3.0666666666666664,4.8,1.5333333333333332,0.8333333333333334,0.5333333333333333,0.9333333333333332,8.200000000000001,132,19.46666666666667
Doug McDermott,SAS,20.5,3.7,8.2,1.9,4.7,0.8,1.1,0.4,1.8,2.2,1.4,0.2,0.1,0.9,10.2,64,15.4
Draymond Green,GSW,31.5,3.4,6.5,0.5,1.8,1.1,1.5,0.9,6.3,7.2,6.8,1.0,0.8,2.8,8.5,73,31.299999999999997
Drew Eubanks,POR,20.3,2.7,4.3,0.1,0.2,1.1,1.6,1.7,3.7,5.4,1.3,0.5,1.3,0.9,6.6,78,20.700000000000003
Dru Smith,TOT,11.0,1.1666666666666667,2.966666666666667,0.3,1.2666666666666666,0.16666666666666666,0.16666666666666666,0.13333333333333333,1.5,1.6333333333333335,1.4000000000000001,0.7000000000000001,0.3333333333333333,0.20000000000000004,2.8000000000000003,30,10.633333333333335
Duane Washington Jr.,PHO,12.7,3.0,8.3,1.3,3.6,0.5,0.8,0.1,1.1,1.2,2.0,0.2,0.1,1.1,7.9,31,10.8
Duncan Robinson,MIA,16.5,2.1,5.6,1.5,4.6,0.7,0.8,0.2,1.5,1.6,1.1,0.3,0.0,0.7,6.4,42,10.000000000000002
Dwight Powell,DAL,19.2,2.6,3.5,0.0,0.1,1.5,2.2,2.0,2.2,4.1,0.9,0.6,0.3,0.9,6.7,76,15.399999999999999
Dylan Windler,CLE,3.3,0.7,1.0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,1.7,3,3.5999999999999996
Dyson Daniels,NOP,17.7,1.5,3.5,0.5,1.5,0.4,0.7,0.6,2.6,3.2,2.3,0.7,0.2,1.0,3.8,59,12.900000000000002
Edmond Sumner,BRK,13.9,2.3,5.1,0.6,1.6,1.9,2.0,0.2,1.2,1.5,1.3,0.6,0.2,0.9,7.1,53,12.6
Eric Gordon,TOT,27.866666666666664,4.133333333333334,9.233333333333333,1.9333333333333333,5.133333333333334,1.9666666666666668,2.3666666666666667,0.2333333333333333,1.6666666666666667,1.9000000000000001,2.566666666666667,0.6,0.4000000000000001,1.4333333333333333,12.166666666666666,138,20.9
Eugene Omoruyi,TOT,16.599999999999998,2.6,5.8999999999999995,0.6333333333333333,2.3000000000000003,1.3333333333333333,1.9666666666666666,1.0999999999999999,1.7333333333333334,2.8666666666666667,0.7333333333333334,0.7000000000000001,0.10000000000000002,0.9,7.2,80,12.233333333333334
Evan Fournier,NYK,17.0,2.1,6.1,1.3,4.2,0.7,0.8,0.1,1.7,1.8,1.3,0.6,0.1,0.8,6.1,27,11.0
Evan Mobley,CLE,34.4,6.6,12.0,0.3,1.3,2.6,3.8,2.4,6.6,9.0,2.8,0.8,1.5,1.8,16.2,79,36.7
Facundo Campazzo,DAL,6.5,0.4,1.6,0.4,1.4,0.1,0.3,0.0,0.3,0.3,1.1,0.8,0.0,0.4,1.3,8,5.6000000000000005
Frank Jackson,UTA,5.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1,1.0
Frank Kaminsky,TOT,6.3999999999999995,0.8333333333333334,1.8,0.3333333333333333,0.9333333333333332,0.4000000000000001,0.43333333333333335,0.23333333333333336,1.2666666666666666,1.4666666666666668,0.9333333333333335,0.16666666666666666,0.13333333333333333,0.19999999999999998,2.3333333333333335,72,6.633333333333333
Frank Ntilikina,DAL,12.9,1.0,2.8,0.4,1.4,0.5,0.7,0.1,1.2,1.3,1.2,0.3,0.1,0.6,2.9,47,6.4
Franz Wagner,ORL,32.6,6.8,14.0,1.6,4.5,3.4,4.0,0.9,3.2,4.1,3.5,1.0,0.2,2.1,18.6,80,30.900000000000002
Fred VanVleet,TOR,36.7,6.3,16.1,3.0,8.8,3.7,4.1,0.4,3.6,4.1,7.2,1.8,0.6,2.0,19.3,69,42.5
Furkan Korkmaz,PHI,9.5,1.3,3.0,0.5,1.2,0.7,1.0,0.2,1.0,1.1,0.6,0.3,0.1,0.6,3.8,37,6.3
Gabe Vincent,MIA,25.9,3.4,8.3,1.7,5.1,1.0,1.1,0.4,1.7,2.1,2.5,0.9,0.1,1.4,9.4,68,17.799999999999997
Gabe York,IND,18.7,2.7,7.0,2.0,6.0,0.7,0.7,0.0,2.0,2.0,1.7,0.7,0.0,0.0,8.0,3,16.6
Garrett Temple,NOP,6.5,0.7,1.8,0.4,1.0,0.1,0.2,0.2,0.5,0.7,0.5,0.4,0.1,0.2,2.0,25,5.2
