Unnamed: 0,Rk,Player,Pos,Age,TEAM_ABBREVIATION,GP,GS,MIN,FGM,FGA,FG%,FG3M,FG3A,3P%,2P,2PA,2P%,eFG%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FPPG
10,11,Kyle Anderson,SF,26,MEM,67,28,19.850746268656717,2.343283582089552,4.940298507462686,0.474,0.3582089552238806,1.2686567164179106,0.282,133,246,0.541,0.511,0.7761194029850746,1.164179104477612,0.667,0.8656716417910447,3.388059701492537,4.253731343283582,2.417910447761194,0.8059701492537313,0.5522388059701493,0.9850746268656716,1.6567164179104477,5.82089552238806,12.5,0.534,0.257,0.236,4.7,17.6,11.3,15.9,1.9,2.4,15.3,13.5,0.9,1.7,2.5,0.091,-1.5,2.0,0.5,0.9,18.08955223880597
11,12,Ryan Anderson,C,31,HOU,2,0,7.0,1.0,3.5,0.286,0.5,2.5,0.2,1,2,0.5,0.357,0.0,0.0,,0.0,3.5,3.5,1.0,0.5,0.0,0.5,0.5,2.5,9.4,0.357,0.714,0.0,0.0,52.9,26.2,20.4,3.3,0.0,12.5,23.7,0.0,0.0,0.0,-0.037,-3.3,0.5,-2.8,0.0,8.0
12,13,Giannis Antetokounmpo,PF,25,MIL,63,63,30.428571428571427,10.873015873015873,19.650793650793652,0.553,1.4126984126984128,4.650793650793651,0.304,596,945,0.631,0.589,6.317460317460317,9.984126984126984,0.633,2.2222222222222223,11.365079365079366,13.587301587301587,5.619047619047619,0.9682539682539683,1.0476190476190477,3.6507936507936507,3.0952380952380953,29.476190476190474,31.9,0.613,0.237,0.508,7.7,34.8,22.1,34.2,1.5,3.0,13.2,37.5,6.1,5.0,11.1,0.279,7.4,4.1,11.5,6.6,54.9047619047619
13,14,Kostas Antetokounmpo,PF,22,LAL,5,0,4.0,0.6,0.6,1.0,0.0,0.0,,3,3,1.0,1.0,0.2,0.4,0.5,0.4,0.2,0.6,0.4,0.0,0.0,0.2,0.4,1.4,16.3,0.902,0.0,0.667,11.1,5.4,8.2,13.7,0.0,0.0,20.5,10.3,0.1,0.0,0.1,0.193,0.2,-0.9,-0.7,0.0,2.8
14,15,Thanasis Antetokounmpo,SF,27,MIL,20,2,6.45,1.2,2.4,0.5,0.0,0.5,0.0,24,38,0.632,0.5,0.35,0.85,0.412,0.6,0.6,1.2,0.75,0.35,0.1,0.6,0.9,2.75,12.2,0.496,0.208,0.354,9.8,8.7,9.2,16.3,2.5,1.4,17.8,21.6,-0.1,0.2,0.2,0.07,-4.6,1.4,-3.2,0.0,5.55
15,16,Carmelo Anthony,PF,35,POR,58,58,32.793103448275865,5.793103448275862,13.482758620689655,0.43,1.5,3.896551724137931,0.385,249,556,0.448,0.485,2.3448275862068964,2.7758620689655173,0.845,1.2241379310344827,5.120689655172414,6.344827586206897,1.4655172413793103,0.8448275862068966,0.46551724137931033,1.7241379310344827,2.9482758620689653,15.431034482758621,12.4,0.525,0.289,0.206,3.9,16.1,10.1,6.4,1.2,1.2,10.5,21.2,0.4,0.9,1.3,0.033,-1.8,-1.8,-3.6,-0.8,25.672413793103452
16,17,OG Anunoby,SF,22,TOR,69,68,29.942028985507246,4.144927536231884,8.202898550724637,0.505,1.289855072463768,3.3043478260869565,0.39,197,338,0.583,0.584,1.0434782608695652,1.4782608695652173,0.706,1.1594202898550725,4.115942028985507,5.27536231884058,1.565217391304348,1.391304347826087,0.6521739130434783,1.144927536231884,2.420289855072464,10.623188405797102,13.2,0.6,0.403,0.18,4.2,14.2,9.3,7.5,2.2,2.1,11.5,14.3,2.1,3.7,5.7,0.134,-0.8,2.0,1.2,1.7,25.855072463768117
17,18,Ryan Arcidiacono,PG,25,CHI,58,4,16.03448275862069,1.5517241379310345,3.793103448275862,0.409,0.9310344827586207,2.3793103448275863,0.391,36,82,0.439,0.532,0.46551724137931033,0.6551724137931034,0.711,0.3448275862068966,1.5517241379310345,1.896551724137931,1.6551724137931034,0.46551724137931033,0.05172413793103448,0.6379310344827587,1.6551724137931034,4.5,9.0,0.551,0.627,0.173,2.3,11.2,6.5,14.3,1.4,0.3,13.5,12.5,0.7,0.7,1.4,0.071,-2.7,-0.1,-2.8,-0.2,10.551724137931034
18,19,Trevor Ariza,SF,34,POR,53,21,28.169811320754718,2.6792452830188678,6.113207547169812,0.438,1.4528301886792452,3.9056603773584904,0.372,65,117,0.556,0.557,1.169811320754717,1.3962264150943395,0.838,0.6415094339622641,4.0,4.6415094339622645,1.7169811320754718,1.3018867924528301,0.2830188679245283,1.0566037735849056,2.0943396226415096,7.981132075471698,11.0,0.593,0.639,0.228,2.5,15.7,9.0,8.0,2.2,0.9,13.6,11.8,1.3,1.2,2.5,0.081,-1.4,0.9,-0.5,0.6,20.754716981132077
21,20,D.J. Augustin,PG,32,ORL,57,13,24.912280701754387,3.2280701754385963,8.087719298245615,0.399,1.2280701754385965,3.526315789473684,0.348,114,260,0.438,0.475,2.824561403508772,3.175438596491228,0.89,0.38596491228070173,1.7543859649122806,2.1403508771929824,4.5964912280701755,0.5964912280701754,0.017543859649122806,1.5087719298245614,1.263157894736842,10.508771929824562,14.0,0.554,0.436,0.393,1.6,7.8,4.6,26.8,1.2,0.1,13.7,19.1,2.0,0.9,2.9,0.098,-0.3,-1.3,-1.6,0.2,20.526315789473685
22,21,Deandre Ayton,C,21,PHO,38,32,32.526315789473685,8.157894736842104,14.947368421052632,0.546,0.07894736842105263,0.34210526315789475,0.231,307,555,0.553,0.548,1.763157894736842,2.3421052631578947,0.753,3.8684210526315788,7.605263157894737,11.473684210526315,1.894736842105263,0.6842105263157895,1.5263157894736843,2.1052631578947367,3.0789473684210527,18.157894736842106,20.0,0.568,0.023,0.157,13.0,26.3,19.6,9.7,1.0,4.1,11.6,23.7,1.5,1.6,3.1,0.121,0.8,-0.4,0.4,0.7,38.921052631578945
23,22,Dwayne Bacon,SG,24,CHO,39,11,17.615384615384617,2.1794871794871793,6.256410256410256,0.348,0.48717948717948717,1.7179487179487178,0.284,66,177,0.373,0.387,0.8974358974358975,1.358974358974359,0.66,0.38461538461538464,2.1794871794871793,2.5641025641025643,1.3333333333333333,0.5897435897435898,0.05128205128205128,0.9487179487179487,1.3333333333333333,5.743589743589744,6.1,0.419,0.275,0.217,2.3,14.0,7.9,11.7,1.7,0.3,12.2,19.5,-1.2,0.4,-0.8,-0.053,-5.9,-0.9,-6.8,-0.8,9.76923076923077
24,23,Marvin Bagley III,C,20,SAC,13,6,25.692307692307693,6.0,12.846153846153847,0.467,0.3076923076923077,1.6923076923076923,0.182,74,145,0.51,0.479,1.9230769230769231,2.3846153846153846,0.806,2.230769230769231,5.230769230769231,7.461538461538462,0.7692307692307693,0.46153846153846156,0.9230769230769231,1.3846153846153846,3.3076923076923075,14.23076923076923,15.6,0.512,0.132,0.186,9.5,23.5,16.3,4.9,0.9,3.4,9.1,25.8,0.0,0.3,0.4,0.051,-2.2,-1.4,-3.5,-0.1,25.0
25,24,Lonzo Ball,PG,22,NOP,63,54,32.142857142857146,4.396825396825397,10.904761904761905,0.403,2.3492063492063493,6.26984126984127,0.375,129,292,0.442,0.511,0.6825396825396826,1.2063492063492063,0.566,1.126984126984127,4.9523809523809526,6.079365079365079,6.9523809523809526,1.3968253968253967,0.6031746031746031,3.0634920634920637,2.0317460317460316,11.825396825396826,13.1,0.517,0.575,0.111,3.7,16.4,10.0,29.1,2.0,1.6,21.1,18.5,0.4,2.0,2.4,0.058,0.1,0.6,0.6,1.3,33.39682539682539
26,25,Mo Bamba,C,21,ORL,62,0,14.161290322580646,2.129032258064516,4.612903225806452,0.462,0.5967741935483871,1.7258064516129032,0.346,95,179,0.531,0.526,0.5,0.7419354838709677,0.674,1.6129032258064515,3.2580645161290325,4.870967741935484,0.6774193548387096,0.3709677419354839,1.3870967741935485,0.6774193548387096,1.8709677419354838,5.354838709677419,17.5,0.542,0.374,0.161,11.9,25.6,18.5,7.2,1.3,8.8,12.1,17.1,0.8,1.7,2.5,0.135,-1.2,1.6,0.4,0.5,17.258064516129032
27,26,J.J. Barea,PG,35,DAL,29,6,15.517241379310345,2.9310344827586206,7.137931034482759,0.411,1.103448275862069,2.9310344827586206,0.376,53,122,0.434,0.488,0.6896551724137931,0.7586206896551724,0.909,0.3448275862068966,1.4827586206896552,1.8275862068965518,3.8620689655172415,0.1724137931034483,0.06896551724137931,1.3103448275862069,0.9310344827586207,7.655172413793103,14.6,0.512,0.411,0.106,2.4,9.9,6.2,37.1,0.5,0.4,14.9,24.2,0.5,0.2,0.7,0.072,1.6,-3.0,-1.4,0.1,15.310344827586206
28,27,Harrison Barnes,PF,27,SAC,72,72,34.47222222222222,5.069444444444445,11.01388888888889,0.46,1.4166666666666667,3.7222222222222223,0.381,263,525,0.501,0.525,2.9722222222222223,3.7083333333333335,0.801,1.0694444444444444,3.861111111111111,4.930555555555555,2.2083333333333335,0.5972222222222222,0.16666666666666666,1.2222222222222223,1.2916666666666667,14.527777777777779,13.3,0.574,0.338,0.337,3.4,12.9,8.1,9.2,0.8,0.5,8.8,17.4,3.4,1.1,4.6,0.088,0.0,-1.3,-1.3,0.5,24.291666666666668
29,28,RJ Barrett,SG,19,NYK,56,55,30.428571428571427,5.214285714285714,12.982142857142858,0.402,1.125,3.517857142857143,0.32,229,530,0.432,0.445,2.7857142857142856,4.535714285714286,0.614,0.8928571428571429,4.089285714285714,4.982142857142857,2.5535714285714284,0.9821428571428571,0.30357142857142855,2.2142857142857144,2.1785714285714284,14.339285714285714,10.7,0.479,0.271,0.349,3.0,14.8,8.7,12.8,1.6,0.9,12.9,24.0,-1.6,1.1,-0.5,-0.015,-2.9,-1.5,-4.3,-1.0,21.96428571428571
30,29,Will Barton,SF,29,DEN,58,58,33.03448275862069,5.724137931034483,12.724137931034482,0.45,1.8620689655172413,4.9655172413793105,0.375,224,450,0.498,0.523,1.7586206896551724,2.293103448275862,0.767,1.3103448275862069,4.982758620689655,6.293103448275862,3.6551724137931036,1.0517241379310345,0.5,1.5172413793103448,2.086206896551724,15.068965517241379,15.6,0.549,0.39,0.18,4.5,16.9,10.7,16.0,1.6,1.4,9.9,20.1,2.4,1.8,4.2,0.106,1.2,-0.2,1.1,1.5,31.89655172413793
31,30,Keita Bates-Diop,PF-SF,24,DEN,44,0,16.90909090909091,2.272727272727273,5.318181818181818,0.427,0.7727272727272727,2.340909090909091,0.33,66,131,0.504,0.5,1.2272727272727273,1.7045454545454546,0.72,0.5681818181818182,2.3181818181818183,2.8863636363636362,0.6818181818181818,0.4318181818181818,0.5454545454545454,0.38636363636363635,0.9772727272727273,6.545454545454546,12.4,0.539,0.44,0.321,3.5,15.1,9.1,5.8,1.2,2.7,6.0,15.8,0.6,0.6,1.2,0.078,-1.0,-0.4,-1.4,0.1,13.454545454545455
34,31,Nicolas Batum,SF,31,CHO,22,3,22.954545454545453,1.2727272727272727,3.6818181818181817,0.346,0.6363636363636364,2.227272727272727,0.286,14,32,0.438,0.432,0.4090909090909091,0.45454545454545453,0.9,1.1363636363636365,3.409090909090909,4.545454545454546,3.0,0.7727272727272727,0.36363636363636365,1.0,1.8636363636363635,3.590909090909091,9.2,0.463,0.605,0.123,5.2,16.8,10.8,18.3,1.7,1.5,20.5,9.4,0.2,0.4,0.6,0.055,-2.8,0.9,-1.9,0.0,16.136363636363637
35,32,Aron Baynes,C,33,PHO,42,28,22.238095238095237,4.357142857142857,9.071428571428571,0.48,1.4047619047619047,4.0,0.351,124,213,0.582,0.558,1.3333333333333333,1.7857142857142858,0.747,1.6904761904761905,3.9523809523809526,5.642857142857143,1.5952380952380953,0.23809523809523808,0.5476190476190477,1.1904761904761905,3.357142857142857,11.452380952380953,15.2,0.581,0.441,0.197,8.3,20.0,14.1,10.9,0.5,2.1,10.8,21.1,1.3,0.8,2.1,0.107,-0.2,-0.8,-1.0,0.2,21.642857142857146
36,33,Kent Bazemore,SF,30,SAC,68,21,24.823529411764707,2.9411764705882355,7.852941176470588,0.375,1.2352941176470589,3.588235294117647,0.344,116,290,0.4,0.453,1.661764705882353,2.161764705882353,0.769,0.39705882352941174,3.926470588235294,4.323529411764706,1.3676470588235294,1.088235294117647,0.5882352941176471,1.338235294117647,2.8823529411764706,8.779411764705882,9.3,0.499,0.457,0.275,1.7,17.1,9.4,7.4,2.1,2.1,13.2,17.5,-0.9,1.5,0.6,0.017,-3.4,0.3,-3.0,-0.5,18.63235294117647
39,34,Darius Bazley,PF,19,OKC,61,9,18.524590163934427,2.0491803278688523,5.19672131147541,0.394,0.8032786885245902,2.3114754098360657,0.348,76,176,0.432,0.472,0.7049180327868853,1.0163934426229508,0.694,0.4918032786885246,3.540983606557377,4.032786885245901,0.6721311475409836,0.3770491803278688,0.6721311475409836,0.7377049180327869,0.9016393442622951,5.60655737704918,9.6,0.497,0.445,0.196,3.0,20.5,12.0,5.1,1.0,3.1,11.6,15.1,-0.5,1.5,1.0,0.041,-2.1,0.5,-1.6,0.1,13.098360655737704
40,35,Bradley Beal,SG,26,WAS,57,57,36.01754385964912,10.403508771929825,22.859649122807017,0.455,2.982456140350877,8.43859649122807,0.353,423,822,0.515,0.52,6.754385964912281,8.017543859649123,0.842,0.9122807017543859,3.3333333333333335,4.245614035087719,6.087719298245614,1.2456140350877194,0.40350877192982454,3.4035087719298245,2.210526315789474,30.54385964912281,23.2,0.579,0.369,0.351,2.7,10.5,6.4,29.5,1.6,1.0,11.4,34.4,4.5,0.6,5.1,0.118,5.3,-2.4,2.9,2.5,46.42105263157895
41,36,Malik Beasley,SG,23,MIN,55,14,21.98181818181818,4.127272727272727,9.709090909090909,0.425,1.9454545454545455,5.0181818181818185,0.388,120,258,0.465,0.525,0.9818181818181818,1.2,0.818,0.32727272727272727,2.3636363636363638,2.690909090909091,1.3636363636363635,0.7272727272727273,0.14545454545454545,1.0363636363636364,1.4,11.181818181818182,12.7,0.546,0.517,0.124,1.6,11.9,6.7,9.4,1.6,0.6,9.2,21.8,0.4,0.8,1.2,0.049,-0.7,-1.4,-2.1,0.0,18.29090909090909
44,37,Marco Belinelli,SG,33,SAS,57,0,15.491228070175438,2.1578947368421053,5.508771929824562,0.392,1.1754385964912282,3.1228070175438596,0.376,56,136,0.412,0.498,0.8421052631578947,1.0175438596491229,0.828,0.12280701754385964,1.6140350877192982,1.736842105263158,1.2105263157894737,0.21052631578947367,0.017543859649122806,0.3333333333333333,0.7894736842105263,6.333333333333333,10.8,0.532,0.567,0.185,0.9,11.2,6.0,10.7,0.6,0.1,5.3,17.5,0.7,0.2,0.8,0.046,-0.7,-2.0,-2.7,-0.2,10.543859649122806
45,38,Jordan Bell,C,25,MEM,29,0,8.827586206896552,1.206896551724138,2.310344827586207,0.522,0.13793103448275862,0.41379310344827586,0.333,31,55,0.564,0.552,0.6551724137931034,1.0689655172413792,0.613,1.0344827586206897,1.7586206896551724,2.793103448275862,0.5517241379310345,0.10344827586206896,0.3448275862068966,0.7241379310344828,0.6551724137931034,3.206896551724138,13.9,0.577,0.179,0.463,12.0,21.8,16.7,8.9,0.5,3.2,20.7,16.4,0.2,0.2,0.4,0.07,-1.4,-1.1,-2.5,0.0,7.275862068965518
48,39,DeAndre' Bembry,SG,25,ATL,43,4,21.27906976744186,2.4186046511627906,5.3023255813953485,0.456,0.3488372093023256,1.5116279069767442,0.231,89,163,0.546,0.489,0.6046511627906976,1.1162790697674418,0.542,0.7906976744186046,2.744186046511628,3.5348837209302326,1.8837209302325582,1.2790697674418605,0.4418604651162791,1.3953488372093024,1.9534883720930232,5.790697674418604,9.6,0.5,0.285,0.211,3.9,14.1,8.9,12.3,2.8,1.7,19.4,14.0,-0.5,0.8,0.2,0.012,-3.5,1.1,-2.5,-0.1,16.558139534883722
49,40,Dragan Bender,PF-C,22,GSW,16,3,17.875,2.5625,5.75,0.446,0.9375,2.6875,0.349,26,49,0.531,0.527,0.625,0.875,0.714,1.0,3.5625,4.5625,1.75,0.25,0.5625,1.3125,2.625,6.6875,10.9,0.545,0.467,0.152,5.9,21.1,13.5,14.4,0.7,2.8,17.6,17.7,0.0,0.3,0.3,0.052,-3.1,0.2,-2.9,-0.1,15.4375
52,41,Dāvis Bertāns,PF,27,WAS,54,4,29.314814814814813,4.907407407407407,11.296296296296296,0.434,3.7037037037037037,8.74074074074074,0.424,65,138,0.471,0.598,1.9259259259259258,2.259259259259259,0.852,0.6481481481481481,3.888888888888889,4.537037037037037,1.7037037037037037,0.6851851851851852,0.6111111111111112,1.0925925925925926,2.574074074074074,15.444444444444445,15.5,0.628,0.774,0.2,2.3,15.1,8.5,8.4,1.1,1.8,8.2,19.0,3.0,0.5,3.5,0.107,2.7,-1.8,0.9,1.1,28.27777777777778
53,42,Patrick Beverley,PG,31,LAC,51,50,26.313725490196077,2.8823529411764706,6.686274509803922,0.431,1.5686274509803921,4.03921568627451,0.388,67,135,0.496,0.548,0.6078431372549019,0.9215686274509803,0.66,1.1176470588235294,4.098039215686274,5.215686274509804,3.588235294117647,1.0588235294117647,0.49019607843137253,1.2941176470588236,3.0588235294117645,7.9411764705882355,12.5,0.56,0.604,0.138,4.5,15.8,10.3,18.2,1.9,1.6,15.4,13.3,1.6,2.0,3.6,0.128,-0.3,2.5,2.2,1.4,24.274509803921568
54,43,Khem Birch,C,27,ORL,48,24,19.208333333333332,1.5208333333333333,2.9791666666666665,0.51,0.0,0.020833333333333332,0.0,73,142,0.514,0.51,1.375,2.1041666666666665,0.653,1.8958333333333333,2.6875,4.583333333333333,1.0416666666666667,0.4166666666666667,0.4791666666666667,0.6458333333333334,1.8958333333333333,4.416666666666667,11.7,0.566,0.007,0.706,10.3,15.6,12.9,7.3,1.1,2.3,14.2,10.2,1.2,0.9,2.2,0.112,-2.5,0.2,-2.4,-0.1,12.708333333333336
55,44,Goga Bitadze,C,20,IND,54,2,8.722222222222221,1.2962962962962963,2.7777777777777777,0.467,0.14814814814814814,0.7777777777777778,0.19,62,108,0.574,0.493,0.4444444444444444,0.6111111111111112,0.727,0.46296296296296297,1.5,1.962962962962963,0.42592592592592593,0.18518518518518517,0.6851851851851852,0.5185185185185185,1.2037037037037037,3.185185185185185,12.1,0.523,0.28,0.22,5.9,18.7,12.3,6.7,1.0,6.9,14.5,17.9,-0.1,0.8,0.7,0.067,-4.1,1.8,-2.3,0.0,8.24074074074074
56,45,Bismack Biyombo,C,27,CHO,53,29,19.41509433962264,2.849056603773585,5.245283018867925,0.543,0.0,0.0,,151,278,0.543,0.543,1.7169811320754718,2.849056603773585,0.603,2.2641509433962264,3.547169811320755,5.811320754716981,0.9433962264150944,0.18867924528301888,0.9245283018867925,0.9056603773584906,2.188679245283019,7.415094339622642,16.1,0.57,0.0,0.543,12.3,20.7,16.3,7.8,0.5,4.4,12.2,16.8,1.5,0.9,2.4,0.113,-1.8,-0.7,-2.5,-0.1,17.07547169811321
57,46,Nemanja Bjelica,PF,31,SAC,72,67,27.930555555555557,4.361111111111111,9.069444444444445,0.481,1.8611111111111112,4.444444444444445,0.419,180,333,0.541,0.583,0.9583333333333334,1.1666666666666667,0.821,1.5416666666666667,4.819444444444445,6.361111111111111,2.8194444444444446,0.8611111111111112,0.5555555555555556,1.375,3.0,11.541666666666666,15.7,0.602,0.49,0.129,6.1,19.9,12.8,14.7,1.5,1.9,12.5,17.0,3.4,1.9,5.3,0.127,1.2,0.5,1.8,1.9,27.763888888888886
58,47,Eric Bledsoe,PG,30,MIL,61,61,26.983606557377048,5.475409836065574,11.524590163934427,0.475,1.2131147540983607,3.5245901639344264,0.344,260,488,0.533,0.528,2.7704918032786887,3.5081967213114753,0.79,0.7049180327868853,3.918032786885246,4.622950819672131,5.377049180327869,0.9344262295081968,0.4262295081967213,2.4262295081967213,2.098360655737705,14.934426229508198,17.6,0.571,0.306,0.304,2.8,13.5,8.5,28.7,1.6,1.4,15.7,23.7,2.4,3.0,5.4,0.157,0.8,1.0,1.8,1.6,30.803278688524593
59,48,Bogdan Bogdanović,SG,27,SAC,61,28,28.950819672131146,5.524590163934426,12.557377049180328,0.44,2.6885245901639343,7.229508196721311,0.372,173,325,0.532,0.547,1.4098360655737705,1.901639344262295,0.741,0.4262295081967213,2.9672131147540983,3.3934426229508197,3.3934426229508197,1.0491803278688525,0.2459016393442623,1.6721311475409837,2.180327868852459,15.147540983606557,15.2,0.565,0.576,0.151,1.6,11.8,6.6,18.0,1.8,0.8,11.1,22.6,1.8,1.3,3.1,0.084,1.2,-0.5,0.6,1.2,27.85245901639344
60,49,Bojan Bogdanović,SF,30,UTA,63,63,33.06349206349206,6.634920634920635,14.841269841269842,0.447,3.0,7.253968253968254,0.414,229,478,0.479,0.548,3.9682539682539684,4.396825396825397,0.903,0.6190476190476191,3.492063492063492,4.111111111111111,2.0793650793650795,0.5396825396825397,0.1111111111111111,2.5238095238095237,1.746031746031746,20.238095238095237,15.6,0.603,0.489,0.296,2.1,11.2,6.8,10.0,0.8,0.3,13.1,25.5,2.6,1.6,4.2,0.096,1.6,-1.5,0.1,1.1,27.063492063492063
61,50,Bol Bol,PF,20,DEN,7,0,12.428571428571429,2.0,4.0,0.5,0.5714285714285714,1.2857142857142858,0.444,10,19,0.526,0.571,1.1428571428571428,1.4285714285714286,0.8,0.7142857142857143,2.0,2.7142857142857144,0.8571428571428571,0.2857142857142857,0.8571428571428571,1.4285714285714286,1.5714285714285714,5.714285714285714,14.4,0.617,0.321,0.357,6.4,18.0,12.2,9.8,1.1,6.4,23.6,21.2,0.0,0.1,0.1,0.063,-2.3,-0.7,-3.0,0.0,12.142857142857142
62,51,Jonah Bolden,C,24,PHO,7,0,6.714285714285714,0.5714285714285714,1.5714285714285714,0.364,0.0,0.5714285714285714,0.0,4,7,0.571,0.364,0.2857142857142857,0.5714285714285714,0.5,0.42857142857142855,0.8571428571428571,1.2857142857142858,0.0,0.42857142857142855,0.2857142857142857,0.2857142857142857,1.4285714285714286,1.4285714285714286,4.9,0.392,0.364,0.364,7.0,14.3,10.6,0.0,3.0,3.7,13.6,13.4,-0.1,0.1,0.0,-0.006,-8.8,-0.4,-9.2,-0.1,4.285714285714286
