Unnamed: 0,Rk,Player,Pos,Age,TEAM_ABBREVIATION,GP,GS,MIN,FGM,FGA,FG%,FG3M,FG3A,3P%,2P,2PA,2P%,eFG%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FPPG
178,135,Luguentz Dort,SF,20,OKC,36,28,22.77777777777778,2.388888888888889,6.055555555555555,0.394,0.8333333333333334,2.8055555555555554,0.297,56,117,0.479,0.463,1.1666666666666667,1.4722222222222223,0.792,0.6666666666666666,1.5833333333333333,2.25,0.75,0.8611111111111112,0.1111111111111111,0.6111111111111112,2.6944444444444446,6.777777777777778,7.6,0.506,0.463,0.243,3.3,7.5,5.5,4.6,1.8,0.4,8.4,14.1,0.1,0.8,0.8,0.049,-4.1,0.4,-3.7,-0.4,12.444444444444445
179,136,Damyean Dotson,SG,25,NYK,48,0,17.416666666666668,2.5,6.041666666666667,0.414,1.2291666666666667,3.3958333333333335,0.362,61,127,0.48,0.516,0.4583333333333333,0.6875,0.667,0.20833333333333334,1.6875,1.8958333333333333,1.1875,0.4791666666666667,0.08333333333333333,0.4375,0.9166666666666666,6.6875,10.9,0.527,0.562,0.114,1.2,10.6,5.8,10.0,1.3,0.5,6.5,16.5,0.6,0.4,0.9,0.053,-0.9,-0.5,-1.4,0.1,12.291666666666666
180,137,Sekou Doumbouya,PF,19,DET,38,19,19.842105263157894,2.4210526315789473,6.2105263157894735,0.39,0.7368421052631579,2.5789473684210527,0.286,64,138,0.464,0.449,0.8157894736842105,1.2105263157894737,0.674,0.5263157894736842,2.5789473684210527,3.1052631578947367,0.5,0.5263157894736842,0.21052631578947367,0.9210526315789473,2.1052631578947367,6.394736842105263,6.2,0.474,0.415,0.195,3.0,14.9,8.9,3.6,1.3,0.9,12.0,16.9,-0.8,0.5,-0.3,-0.02,-5.2,-1.4,-6.7,-0.9,10.578947368421051
181,138,PJ Dozier,SG,23,DEN,29,0,14.206896551724139,2.2413793103448274,5.413793103448276,0.414,0.5862068965517241,1.6896551724137931,0.347,48,108,0.444,0.468,0.7241379310344828,1.0,0.724,0.3448275862068966,1.5517241379310345,1.896551724137931,2.1724137931034484,0.4827586206896552,0.20689655172413793,0.9310344827586207,1.5517241379310345,5.793103448275862,11.6,0.495,0.312,0.185,2.7,12.2,7.5,21.6,1.7,1.3,13.7,20.8,0.0,0.4,0.4,0.044,-2.5,-1.2,-3.8,-0.2,12.310344827586208
182,139,Goran Dragić,PG,33,MIA,59,3,28.1864406779661,5.406779661016949,12.271186440677965,0.441,2.1016949152542375,5.728813559322034,0.367,195,386,0.505,0.526,3.23728813559322,4.169491525423729,0.776,0.4915254237288136,2.6779661016949152,3.169491525423729,5.101694915254237,0.6779661016949152,0.1694915254237288,2.440677966101695,2.1016949152542375,16.152542372881356,16.3,0.573,0.467,0.34,2.0,10.2,6.3,29.2,1.2,0.6,14.8,25.9,2.2,1.3,3.5,0.102,1.4,-1.6,-0.1,0.8,27.745762711864405
183,140,Andre Drummond,C,26,CLE,57,56,32.96491228070175,7.333333333333333,13.75438596491228,0.533,0.08771929824561403,0.6140350877192983,0.143,413,749,0.551,0.536,2.9649122807017543,5.157894736842105,0.575,4.385964912280702,10.771929824561404,15.157894736842104,2.6666666666666665,1.912280701754386,1.631578947368421,3.56140350877193,3.526315789473684,17.719298245614034,22.0,0.553,0.045,0.375,14.9,37.5,26.0,13.6,2.8,4.2,18.2,25.9,0.6,3.6,4.2,0.108,-0.1,1.1,0.9,1.4,44.07017543859649
186,141,Jared Dudley,PF,34,LAL,45,1,8.088888888888889,0.5333333333333333,1.3333333333333333,0.4,0.4,0.9333333333333333,0.429,6,18,0.333,0.55,0.044444444444444446,0.044444444444444446,1.0,0.13333333333333333,1.0222222222222221,1.1555555555555554,0.6222222222222222,0.3333333333333333,0.06666666666666667,0.17777777777777778,0.9111111111111111,1.511111111111111,7.8,0.558,0.7,0.033,1.8,13.7,7.8,9.5,2.0,0.7,11.6,8.0,0.3,0.5,0.8,0.102,-2.7,2.0,-0.7,0.1,5.288888888888888
187,142,Kris Dunn,PG,25,CHI,51,32,24.88235294117647,2.980392156862745,6.705882352941177,0.444,0.5686274509803921,2.196078431372549,0.259,123,230,0.535,0.487,0.7843137254901961,1.0588235294117647,0.741,0.45098039215686275,3.196078431372549,3.6470588235294117,3.392156862745098,1.9803921568627452,0.3333333333333333,1.3333333333333333,3.0980392156862746,7.313725490196078,12.1,0.51,0.327,0.158,1.9,14.9,8.1,19.4,3.8,1.3,15.7,14.6,0.3,2.0,2.3,0.085,-3.8,3.1,-0.6,0.4,23.882352941176467
188,143,Carsen Edwards,SG,21,BOS,37,0,9.486486486486486,1.135135135135135,3.4594594594594597,0.328,0.6486486486486487,2.054054054054054,0.316,18,52,0.346,0.422,0.35135135135135137,0.5135135135135135,0.684,0.16216216216216217,1.1081081081081081,1.2702702702702702,0.6486486486486487,0.32432432432432434,0.10810810810810811,0.40540540540540543,0.918918918918919,3.27027027027027,6.9,0.444,0.594,0.148,1.9,12.4,7.2,9.3,1.7,1.1,9.9,18.4,-0.3,0.4,0.1,0.014,-4.4,-0.2,-4.6,-0.2,6.054054054054054
189,144,Henry Ellenson,C,23,BRK,5,0,3.0,0.2,1.4,0.143,0.0,0.8,0.0,1,3,0.333,0.143,0.0,0.0,,0.4,0.8,1.2,0.2,0.0,0.0,0.0,0.2,0.4,-1.3,0.143,0.571,0.0,14.1,27.0,20.7,8.7,0.0,0.0,0.0,19.5,-0.1,0.0,-0.1,-0.183,-7.5,-3.4,-10.9,0.0,1.0
190,145,Wayne Ellington,SG,32,NYK,36,1,15.5,1.6944444444444444,4.833333333333333,0.351,1.3888888888888888,3.9722222222222223,0.35,11,31,0.355,0.494,0.3055555555555556,0.3611111111111111,0.846,0.1111111111111111,1.6944444444444444,1.8055555555555556,1.2222222222222223,0.3611111111111111,0.1111111111111111,0.5,1.1388888888888888,5.083333333333333,8.5,0.509,0.822,0.075,0.7,12.0,6.2,11.0,1.1,0.7,9.1,15.0,0.2,0.2,0.4,0.035,-1.9,-1.0,-2.9,-0.1,10.11111111111111
191,146,Joel Embiid,C,25,PHI,51,51,29.529411764705884,7.490196078431373,15.705882352941176,0.477,1.1176470588235294,3.372549019607843,0.331,325,629,0.517,0.512,6.882352941176471,8.529411764705882,0.807,2.764705882352941,8.862745098039216,11.627450980392156,2.980392156862745,0.8823529411764706,1.2745098039215685,3.1176470588235294,3.411764705882353,22.980392156862745,25.8,0.59,0.215,0.543,10.3,33.2,21.7,16.9,1.4,3.7,13.8,32.9,3.3,2.7,6.0,0.192,3.7,1.0,4.7,2.5,41.70588235294118
192,147,James Ennis III,SF-SG,29,ORL,69,18,18.333333333333332,2.318840579710145,5.202898550724638,0.446,0.7971014492753623,2.449275362318841,0.325,105,190,0.553,0.522,1.144927536231884,1.4202898550724639,0.806,1.0289855072463767,2.5217391304347827,3.550724637681159,0.9130434782608695,0.5072463768115942,0.3188405797101449,0.8405797101449275,1.9855072463768115,6.579710144927536,11.5,0.565,0.471,0.273,6.1,15.3,10.6,7.0,1.3,1.5,12.6,15.7,1.0,1.4,2.4,0.09,-2.2,-0.4,-2.6,-0.2,13.536231884057969
195,148,Drew Eubanks,C,22,SAS,22,3,12.363636363636363,1.9545454545454546,3.0454545454545454,0.642,0.045454545454545456,0.045454545454545456,1.0,42,66,0.636,0.649,0.9090909090909091,1.1818181818181819,0.769,1.2727272727272727,2.590909090909091,3.8636363636363638,0.6818181818181818,0.22727272727272727,0.7727272727272727,0.9545454545454546,1.6818181818181819,4.863636363636363,17.3,0.682,0.015,0.388,11.1,22.6,16.8,7.7,0.9,5.5,21.1,15.8,0.5,0.3,0.8,0.134,-1.4,-0.4,-1.8,0.0,12.818181818181817
196,149,Jacob Evans,SG,22,MIN,29,1,14.413793103448276,1.5517241379310345,4.620689655172414,0.336,0.4482758620689655,1.3448275862068966,0.333,32,95,0.337,0.384,0.8620689655172413,1.0,0.862,0.3103448275862069,1.103448275862069,1.4137931034482758,1.0689655172413792,0.3793103448275862,0.41379310344827586,0.8620689655172413,1.4137931034482758,4.413793103448276,5.5,0.436,0.291,0.216,2.3,8.6,5.3,10.8,1.3,2.6,14.6,17.5,-0.7,0.2,-0.5,-0.056,-5.8,-1.3,-7.1,-0.5,8.206896551724137
199,150,Dante Exum,SG,24,CLE,35,1,13.857142857142858,1.6,3.4,0.471,0.42857142857142855,1.2285714285714286,0.349,41,76,0.539,0.534,0.9142857142857143,1.2285714285714286,0.744,0.34285714285714286,1.5714285714285714,1.9142857142857144,1.1428571428571428,0.37142857142857144,0.22857142857142856,0.8857142857142857,1.0857142857142856,4.542857142857143,10.3,0.576,0.361,0.361,2.7,12.6,7.7,11.5,1.3,1.4,18.4,15.0,0.2,0.2,0.4,0.043,-2.5,-0.4,-2.9,-0.1,9.285714285714285
202,151,Tacko Fall,C,24,BOS,7,0,4.714285714285714,1.5714285714285714,2.0,0.786,0.0,0.0,,11,14,0.786,0.786,0.14285714285714285,0.42857142857142855,0.333,0.14285714285714285,2.0,2.142857142857143,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.42857142857142855,1.0,3.2857142857142856,28.4,0.751,0.0,0.214,3.3,44.9,24.3,5.8,1.5,11.2,16.4,23.7,0.1,0.1,0.2,0.223,0.4,6.0,6.5,0.1,8.571428571428571
203,152,Derrick Favors,C,28,NOP,51,49,24.372549019607842,4.098039215686274,6.647058823529412,0.617,0.0196078431372549,0.13725490196078433,0.143,208,332,0.627,0.618,0.7843137254901961,1.392156862745098,0.563,3.196078431372549,6.627450980392157,9.823529411764707,1.588235294117647,0.5882352941176471,0.9019607843137255,1.0784313725490196,2.0980392156862746,9.0,18.5,0.62,0.021,0.209,13.9,28.9,21.4,9.2,1.1,3.1,12.9,14.0,2.6,1.6,4.2,0.162,0.7,0.3,1.0,0.9,26.764705882352942
204,153,Cristiano Felício,C,27,CHI,22,0,17.545454545454547,1.5454545454545454,2.4545454545454546,0.63,0.0,0.09090909090909091,0.0,34,52,0.654,0.63,0.8181818181818182,1.0454545454545454,0.783,2.5,2.1363636363636362,4.636363636363637,0.7272727272727273,0.45454545454545453,0.09090909090909091,0.8181818181818182,1.5454545454545454,3.909090909090909,12.8,0.671,0.037,0.426,15.0,14.1,14.6,5.7,1.2,0.5,21.9,9.1,0.7,0.3,1.0,0.126,-1.4,-1.7,-3.1,-0.1,10.954545454545453
205,154,Terrance Ferguson,SF,21,OKC,56,38,22.446428571428573,1.3928571428571428,3.9285714285714284,0.355,0.875,3.0,0.292,29,52,0.558,0.466,0.26785714285714285,0.35714285714285715,0.75,0.4107142857142857,0.9107142857142857,1.3214285714285714,0.9107142857142857,0.48214285714285715,0.30357142857142855,0.5535714285714286,2.767857142857143,3.9285714285714284,3.7,0.481,0.764,0.091,2.1,4.4,3.3,5.3,1.0,1.2,11.9,9.1,-0.3,0.9,0.6,0.021,-4.8,0.3,-4.5,-0.8,8.75
206,155,Bruno Fernando,C,21,ATL,56,13,12.732142857142858,1.8392857142857142,3.5535714285714284,0.518,0.08928571428571429,0.6607142857142857,0.135,98,162,0.605,0.53,0.5178571428571429,0.9107142857142857,0.569,1.1964285714285714,2.3392857142857144,3.5357142857142856,0.875,0.32142857142857145,0.30357142857142855,0.75,1.9107142857142858,4.285714285714286,11.9,0.542,0.186,0.256,10.0,20.0,15.0,9.9,1.2,2.0,15.9,15.3,0.4,0.4,0.8,0.055,-3.2,-0.9,-4.1,-0.4,10.392857142857142
207,156,Yogi Ferrell,PG,26,SAC,50,0,10.6,1.58,3.76,0.42,0.48,1.58,0.304,55,109,0.505,0.484,0.72,0.84,0.857,0.12,0.86,0.98,1.38,0.36,0.08,0.56,0.76,4.36,12.2,0.528,0.42,0.223,1.2,9.4,5.2,18.8,1.6,0.7,11.9,19.2,0.3,0.3,0.7,0.06,-1.5,-0.3,-1.8,0.0,8.5
208,157,Dorian Finney-Smith,PF,26,DAL,71,68,29.859154929577464,3.4225352112676055,7.352112676056338,0.466,1.6056338028169015,4.267605633802817,0.376,129,219,0.589,0.575,1.0985915492957747,1.5211267605633803,0.722,2.0422535211267605,3.6619718309859155,5.704225352112676,1.6056338028169015,0.6338028169014085,0.5492957746478874,0.971830985915493,2.507042253521127,9.549295774647888,12.3,0.595,0.58,0.207,7.3,12.7,10.0,7.2,1.0,1.6,10.8,12.9,3.3,1.5,4.9,0.11,0.1,-0.3,-0.2,0.9,21.929577464788736
209,158,Bryn Forbes,SG,26,SAS,63,62,25.063492063492063,3.8412698412698414,9.222222222222221,0.417,2.3492063492063493,6.0476190476190474,0.388,94,200,0.47,0.544,1.1904761904761905,1.4285714285714286,0.833,0.19047619047619047,1.8095238095238095,2.0,1.7142857142857142,0.5238095238095238,0.0,0.9047619047619048,1.7936507936507937,11.222222222222221,11.1,0.57,0.656,0.155,0.8,7.8,4.3,9.5,1.0,0.0,8.4,18.5,1.3,0.3,1.5,0.047,-0.6,-2.1,-2.7,-0.3,17.507936507936506
210,159,Evan Fournier,SF,27,ORL,66,66,31.454545454545453,6.575757575757576,14.075757575757576,0.467,2.621212121212121,6.575757575757576,0.399,261,495,0.527,0.56,2.727272727272727,3.3333333333333335,0.818,0.2727272727272727,2.3181818181818183,2.590909090909091,3.1666666666666665,1.0757575757575757,0.22727272727272727,1.893939393939394,2.4393939393939394,18.5,16.4,0.595,0.467,0.237,0.9,8.2,4.4,16.6,1.7,0.7,10.9,23.9,2.9,1.7,4.6,0.106,1.4,-0.4,1.0,1.6,29.939393939393938
211,160,De'Aaron Fox,PG,22,SAC,51,49,32.03921568627451,7.666666666666667,15.980392156862745,0.48,1.0588235294117647,3.627450980392157,0.292,337,630,0.535,0.513,4.7254901960784315,6.705882352941177,0.705,0.6862745098039216,3.156862745098039,3.843137254901961,6.823529411764706,1.4509803921568627,0.49019607843137253,3.0980392156862746,2.843137254901961,21.11764705882353,20.6,0.558,0.227,0.42,2.4,11.4,6.8,35.3,2.2,1.5,14.1,29.8,2.6,1.4,4.0,0.118,2.3,-0.5,1.8,1.6,38.6078431372549
212,161,Melvin Frazier,SG,23,ORL,19,0,6.631578947368421,0.7894736842105263,1.7894736842105263,0.441,0.42105263157894735,0.8421052631578947,0.5,7,18,0.389,0.559,0.10526315789473684,0.21052631578947367,0.5,0.10526315789473684,0.42105263157894735,0.5263157894736842,0.15789473684210525,0.47368421052631576,0.10526315789473684,0.2631578947368421,0.5789473684210527,2.1052631578947367,9.8,0.559,0.471,0.118,1.7,7.1,4.3,3.4,3.5,1.4,12.3,14.0,0.0,0.2,0.2,0.057,-3.5,1.2,-2.3,0.0,4.842105263157895
213,162,Michael Frazier,SG,25,HOU,13,0,11.153846153846153,0.5384615384615384,2.230769230769231,0.241,0.3076923076923077,1.7692307692307692,0.174,3,6,0.5,0.31,0.6923076923076923,1.0769230769230769,0.643,0.07692307692307693,0.6923076923076923,0.7692307692307693,0.15384615384615385,0.15384615384615385,0.0,0.38461538461538464,1.6923076923076923,2.076923076923077,-0.9,0.384,0.793,0.483,0.7,6.6,3.6,1.7,0.6,0.0,12.5,11.5,-0.2,0.1,-0.2,-0.06,-8.9,-2.1,-11.0,-0.3,1.7692307692307694
214,163,Tim Frazier,PG,29,DET,27,11,13.148148148148149,1.2592592592592593,3.4814814814814814,0.362,0.37037037037037035,1.1111111111111112,0.333,24,64,0.375,0.415,0.7037037037037037,0.8888888888888888,0.792,0.3333333333333333,0.8888888888888888,1.2222222222222223,3.4444444444444446,0.5185185185185185,0.14814814814814814,1.3333333333333333,1.5555555555555556,3.5925925925925926,9.8,0.464,0.319,0.255,2.8,7.8,5.3,36.5,1.9,0.9,25.6,17.3,-0.1,0.2,0.1,0.016,-3.0,-1.6,-4.6,-0.2,10.925925925925927
215,164,Enes Freedom,C,27,BOS,58,7,16.948275862068964,3.4310344827586206,6.0,0.572,0.017241379310344827,0.1206896551724138,0.143,198,341,0.581,0.573,1.206896551724138,1.706896551724138,0.707,2.810344827586207,4.620689655172414,7.431034482758621,0.9655172413793104,0.3793103448275862,0.7068965517241379,0.9655172413793104,1.7241379310344827,8.086206896551724,22.4,0.599,0.02,0.284,18.0,28.9,23.5,8.8,1.1,3.9,12.5,19.4,2.6,1.8,4.4,0.214,1.8,-0.3,1.5,0.9,20.241379310344826
216,165,Markelle Fultz,PG,21,ORL,72,60,27.72222222222222,4.986111111111111,10.722222222222221,0.465,0.5,1.875,0.267,323,637,0.507,0.488,1.6111111111111112,2.2083333333333335,0.73,0.5694444444444444,2.736111111111111,3.3055555555555554,5.125,1.25,0.1527777777777778,2.0416666666666665,1.9722222222222223,12.083333333333334,14.3,0.517,0.175,0.206,2.1,11.0,6.4,29.0,2.2,0.5,14.9,21.4,0.6,2.0,2.7,0.065,-1.8,0.0,-1.8,0.1,26.319444444444443
217,166,Wenyen Gabriel,PF,22,POR,30,1,7.833333333333333,0.7,1.6,0.438,0.2,0.6666666666666666,0.3,15,28,0.536,0.5,0.5,0.7333333333333333,0.682,0.7,1.0333333333333334,1.7333333333333334,0.26666666666666666,0.36666666666666664,0.23333333333333334,0.5333333333333333,1.3,2.1,9.6,0.546,0.417,0.458,9.5,13.9,11.7,4.4,2.2,2.6,21.7,13.4,0.0,0.2,0.2,0.048,-3.7,-0.1,-3.8,-0.1,5.466666666666667
220,167,Daniel Gafford,C,21,CHI,43,7,14.162790697674419,2.186046511627907,3.116279069767442,0.701,0.0,0.0,,94,134,0.701,0.701,0.7441860465116279,1.3953488372093024,0.533,1.2093023255813953,1.255813953488372,2.4651162790697674,0.4883720930232558,0.3023255813953488,1.302325581395349,0.6744186046511628,2.2790697674418605,5.116279069767442,16.2,0.686,0.0,0.448,9.0,10.3,9.6,5.2,1.0,8.7,15.3,13.3,1.1,0.8,1.9,0.146,-2.8,1.5,-1.3,0.1,14.232558139534882
221,168,Danilo Gallinari,PF,31,OKC,62,62,29.580645161290324,5.774193548387097,13.17741935483871,0.438,2.870967741935484,7.080645161290323,0.405,180,378,0.476,0.547,4.290322580645161,4.806451612903226,0.893,0.5483870967741935,4.645161290322581,5.193548387096774,1.9193548387096775,0.6774193548387096,0.08064516129032258,1.2258064516129032,1.2096774193548387,18.70967741935484,19.5,0.612,0.537,0.365,2.1,16.8,9.7,10.3,1.1,0.2,7.4,24.6,4.5,1.9,6.3,0.166,4.1,-0.9,3.3,2.4,29.048387096774192
222,169,Langston Galloway,SG,28,DET,66,6,25.78787878787879,3.5757575757575757,8.212121212121213,0.435,2.0,5.015151515151516,0.399,104,211,0.493,0.557,1.106060606060606,1.2878787878787878,0.859,0.5,1.7575757575757576,2.257575757575758,1.5303030303030303,0.7272727272727273,0.16666666666666666,0.6060606060606061,1.4545454545454546,10.257575757575758,12.3,0.584,0.611,0.157,2.2,7.8,5.0,8.8,1.4,0.5,6.5,15.9,2.4,0.7,3.1,0.087,0.0,-0.9,-0.8,0.5,18.696969696969695
223,170,Darius Garland,SG,20,CLE,59,59,30.915254237288135,4.745762711864407,11.847457627118644,0.401,1.7796610169491525,5.016949152542373,0.355,175,403,0.434,0.476,1.0677966101694916,1.2203389830508475,0.875,0.4576271186440678,1.423728813559322,1.88135593220339,3.8813559322033897,0.711864406779661,0.06779661016949153,2.559322033898305,1.5593220338983051,12.338983050847459,8.5,0.498,0.423,0.103,1.6,5.2,3.4,18.5,1.1,0.2,17.1,20.7,-1.3,0.0,-1.3,-0.034,-2.7,-2.8,-5.5,-1.7,19.25423728813559
224,171,Marc Gasol,C,35,TOR,44,43,26.386363636363637,2.7045454545454546,6.340909090909091,0.427,1.2954545454545454,3.3636363636363638,0.385,62,131,0.473,0.529,0.8181818181818182,1.1136363636363635,0.735,0.7045454545454546,5.545454545454546,6.25,3.340909090909091,0.7727272727272727,0.8636363636363636,1.3409090909090908,2.8181818181818183,7.5227272727272725,11.8,0.551,0.53,0.176,2.9,21.7,12.5,17.3,1.4,3.2,16.4,13.2,0.8,2.2,3.0,0.124,-1.2,2.8,1.6,1.1,24.386363636363633
225,172,Rudy Gay,PF,33,SAS,67,5,21.80597014925373,3.970149253731343,8.895522388059701,0.446,1.1044776119402986,3.283582089552239,0.336,192,376,0.511,0.508,1.791044776119403,2.029850746268657,0.882,0.9104477611940298,4.492537313432836,5.402985074626866,1.7014925373134329,0.5223880597014925,0.4925373134328358,1.3134328358208955,1.537313432835821,10.835820895522389,15.4,0.553,0.369,0.228,4.5,22.2,13.4,11.3,1.1,2.0,11.8,22.0,0.9,1.1,2.1,0.068,0.0,-0.9,-0.8,0.4,20.98507462686567
226,173,Paul George,SF,29,LAC,48,48,29.5625,7.145833333333333,16.291666666666668,0.439,3.2708333333333335,7.9375,0.412,186,401,0.464,0.539,3.9583333333333335,4.520833333333333,0.876,0.5,5.166666666666667,5.666666666666667,3.8541666666666665,1.4166666666666667,0.4166666666666667,2.6041666666666665,2.3541666666666665,21.520833333333332,21.1,0.589,0.487,0.277,1.8,17.7,10.0,21.1,2.3,1.2,12.5,29.6,2.5,2.3,4.8,0.161,3.8,1.1,4.9,2.5,37.72916666666667
227,174,Taj Gibson,C,34,NYK,62,56,16.532258064516128,2.693548387096774,4.612903225806452,0.584,0.06451612903225806,0.22580645161290322,0.286,163,272,0.599,0.591,0.6612903225806451,0.9032258064516129,0.732,1.7903225806451613,2.5161290322580645,4.306451612903226,0.8387096774193549,0.43548387096774194,0.4838709677419355,0.7580645161290323,1.967741935483871,6.112903225806452,16.1,0.61,0.049,0.196,11.2,16.7,13.9,7.6,1.3,2.8,13.1,14.8,1.8,0.8,2.6,0.12,-0.8,-0.3,-1.1,0.2,14.85483870967742
228,175,Harry Giles,C,21,SAC,46,17,14.5,3.0217391304347827,5.456521739130435,0.554,0.0,0.043478260869565216,0.0,139,249,0.558,0.554,0.8260869565217391,1.065217391304348,0.776,0.9347826086956522,3.152173913043478,4.086956521739131,1.3043478260869565,0.4782608695652174,0.391304347826087,0.9565217391304348,2.5869565217391304,6.869565217391305,16.4,0.58,0.008,0.195,7.1,25.1,15.9,14.2,1.6,2.6,13.9,20.6,0.8,0.8,1.6,0.112,-2.2,0.9,-1.3,0.1,15.478260869565219
229,176,Shai Gilgeous-Alexander,SG,21,OKC,70,70,34.68571428571428,6.828571428571428,14.5,0.471,1.2428571428571429,3.585714285714286,0.347,391,764,0.512,0.514,4.114285714285714,5.1,0.807,0.6714285714285714,5.214285714285714,5.885714285714286,3.3142857142857145,1.1285714285714286,0.6714285714285714,1.9142857142857144,1.6714285714285715,19.014285714285716,17.7,0.568,0.247,0.352,2.2,16.1,9.4,15.2,1.6,1.7,10.3,23.7,3.1,3.0,6.1,0.121,1.3,0.4,1.7,2.2,34.31428571428572
230,177,Rudy Gobert,C,27,UTA,68,68,34.30882352941177,5.676470588235294,8.191176470588236,0.693,0.0,0.0,,386,557,0.693,0.693,3.735294117647059,5.926470588235294,0.63,3.3823529411764706,10.088235294117647,13.470588235294118,1.4852941176470589,0.75,1.9852941176470589,1.911764705882353,3.161764705882353,15.088235294117647,21.7,0.699,0.0,0.724,11.2,31.3,21.6,6.5,1.1,4.8,15.0,16.2,6.5,4.2,10.7,0.221,1.7,1.9,3.6,3.3,39.61764705882353
231,178,Brandon Goodwin,PG,24,ATL,34,1,12.647058823529411,2.235294117647059,5.588235294117647,0.4,0.7647058823529411,2.5588235294117645,0.299,50,103,0.485,0.468,0.8235294117647058,0.8823529411764706,0.933,0.3235294117647059,1.7941176470588236,2.1176470588235294,1.5,0.35294117647058826,0.11764705882352941,0.8529411764705882,1.2647058823529411,6.0588235294117645,11.6,0.507,0.458,0.158,2.7,15.5,9.0,18.0,1.3,0.8,12.5,22.4,-0.1,0.2,0.1,0.013,-1.6,-1.3,-2.9,-0.1,10.941176470588236
232,179,Aaron Gordon,PF,24,ORL,62,62,32.53225806451613,5.403225806451613,12.370967741935484,0.437,1.1774193548387097,3.8225806451612905,0.308,262,530,0.494,0.484,2.435483870967742,3.6129032258064515,0.674,1.7258064516129032,5.935483870967742,7.661290322580645,3.6774193548387095,0.8225806451612904,0.6290322580645161,1.6129032258064515,2.0161290322580645,14.419354838709678,15.1,0.516,0.309,0.292,5.5,20.3,12.7,17.4,1.2,1.7,10.4,20.7,1.4,2.3,3.7,0.087,-0.1,0.1,0.0,1.0,30.451612903225808
233,180,Eric Gordon,SF,31,HOU,36,15,28.22222222222222,4.75,12.86111111111111,0.369,2.6666666666666665,8.416666666666666,0.317,75,160,0.469,0.473,2.2777777777777777,2.9722222222222223,0.766,0.25,1.7222222222222223,1.9722222222222223,1.5,0.6388888888888888,0.3611111111111111,1.1944444444444444,1.9444444444444444,14.444444444444445,10.3,0.51,0.654,0.231,0.9,6.5,3.7,7.9,1.0,1.1,7.8,22.5,-0.1,0.6,0.5,0.024,-1.8,-2.1,-3.9,-0.5,19.63888888888889
234,181,Devonte' Graham,PG,24,CHO,63,53,35.095238095238095,5.841269841269841,15.285714285714286,0.382,3.4603174603174605,9.285714285714286,0.373,150,378,0.397,0.495,3.0317460317460316,3.6984126984126986,0.82,0.6666666666666666,2.6984126984126986,3.365079365079365,7.476190476190476,0.9841269841269841,0.23809523809523808,2.873015873015873,1.8253968253968254,18.174603174603174,15.8,0.537,0.607,0.242,2.0,8.7,5.2,35.3,1.4,0.6,14.5,24.8,2.4,0.9,3.4,0.073,2.5,-2.1,0.5,1.4,34.82539682539682
235,182,Treveon Graham,SF,26,ATL,55,20,16.89090909090909,1.5818181818181818,4.4,0.36,0.6,2.1818181818181817,0.275,54,122,0.443,0.428,0.6545454545454545,1.018181818181818,0.643,0.9272727272727272,1.8,2.727272727272727,0.8181818181818182,0.43636363636363634,0.10909090909090909,0.5272727272727272,1.8545454545454545,4.418181818181818,6.6,0.456,0.496,0.231,5.7,11.7,8.6,6.6,1.2,0.5,9.8,13.1,-0.2,0.4,0.2,0.009,-4.5,-1.1,-5.6,-0.8,8.909090909090908
238,183,Jerami Grant,PF,25,DEN,71,24,26.64788732394366,4.267605633802817,8.929577464788732,0.478,1.380281690140845,3.5492957746478875,0.389,205,382,0.537,0.555,2.0704225352112675,2.76056338028169,0.75,0.8169014084507042,2.676056338028169,3.492957746478873,1.2394366197183098,0.704225352112676,0.8028169014084507,0.8873239436619719,2.1690140845070425,11.985915492957746,14.4,0.591,0.397,0.309,3.4,11.2,7.3,6.6,1.3,2.8,8.0,18.0,2.8,1.6,4.4,0.111,0.1,-0.6,-0.5,0.7,22.507042253521128
239,184,Jerian Grant,SG,27,WAS,6,0,13.333333333333334,1.6666666666666667,4.5,0.37,0.3333333333333333,1.3333333333333333,0.25,8,19,0.421,0.407,0.8333333333333334,1.1666666666666667,0.714,0.3333333333333333,0.6666666666666666,1.0,1.5,0.16666666666666666,0.16666666666666666,0.5,1.8333333333333333,4.5,6.6,0.449,0.296,0.259,2.6,5.7,4.1,15.3,0.6,1.1,9.1,17.2,0.0,0.0,0.0,-0.018,-4.5,-2.0,-6.5,-0.1,7.666666666666667
240,185,Josh Gray,PG,26,NOP,2,0,11.5,0.5,1.0,0.5,0.0,0.0,,1,2,0.5,0.5,0.0,0.0,,0.5,0.5,1.0,1.0,0.0,0.0,2.5,0.5,1.0,-5.0,0.5,0.0,0.0,4.6,4.6,4.6,10.4,0.0,0.0,71.4,12.5,-0.1,0.0,-0.1,-0.226,-11.4,-4.7,-16.0,-0.1,-1.0
