Player,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,FPPG
Aaron Wiggins,1630598,2024-25,0,1610612760,OKC,26.0,47,14,21.23404255319149,3.9574468085106393,8.127659574468085,0.487,1.3829787234042554,3.808510638297872,0.363,0.6808510638297872,0.8297872340425532,0.821,1.0638297872340423,2.5319148936170213,3.595744680851064,1.553191489361702,0.723404255319149,0.2340425531914893,0.8723404255319149,1.319148936170213,9.97872340425532,19.787234042553195
Andrew Wiggins,203952,2024-25,0,1610612744,GSW,29.0,42,42,30.02380952380953,6.047619047619048,13.666666666666666,0.443,2.2142857142857144,5.785714285714286,0.383,3.071428571428572,3.9047619047619047,0.787,1.5714285714285714,3.071428571428572,4.642857142857143,2.380952380952381,0.9523809523809524,0.7857142857142857,1.3095238095238095,1.6428571428571428,17.38095238095238,30.92857142857143
Alondes Williams,1631214,2024-25,0,1610612765,DET,25.0,1,0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,10.0
Brandon Williams,1630314,2024-25,0,1610612742,DAL,25.0,17,0,7.0588235294117645,0.9411764705882352,2.3529411764705883,0.4,0.2941176470588235,0.8823529411764706,0.333,0.5882352941176471,0.7647058823529411,0.769,0.1176470588235294,0.6470588235294118,0.7647058823529411,1.1176470588235294,0.1764705882352941,0.0,0.5882352941176471,0.4117647058823529,2.764705882352941,4.941176470588235
Cody Williams,1642262,2024-25,0,1610612762,UTA,20.0,26,12,20.96153846153846,1.3846153846153846,4.615384615384615,0.3,0.5769230769230769,2.423076923076923,0.238,0.5384615384615384,0.8461538461538461,0.636,0.5,1.6923076923076923,2.1923076923076925,1.3461538461538465,0.5,0.3846153846153846,0.8461538461538461,1.8846153846153848,3.8846153846153846,9.038461538461538
Grant Williams,1629684,2024-25,0,1610612766,CHA,26.0,16,7,29.9375,3.375,7.6875,0.439,1.6875,4.625,0.365,1.9375,2.3125,0.838,1.125,4.0,5.125,2.3125,1.125,0.8125,1.75,2.875,10.375,24.75
Jalen Williams,1631114,2024-25,0,1610612760,OKC,23.0,45,45,32.8,8.155555555555555,17.177777777777777,0.475,1.7333333333333334,5.0,0.347,3.088888888888889,3.955555555555556,0.781,0.8222222222222222,4.755555555555556,5.5777777777777775,5.155555555555556,1.8,0.7555555555555555,2.2666666666666666,2.533333333333333,21.133333333333333,42.71111111111111
Jaylin Williams,1631119,2024-25,0,1610612760,OKC,22.0,20,5,16.35,2.1,5.1,0.412,1.2,3.55,0.338,0.3,0.3,1.0,1.2,4.05,5.25,2.5,0.5,0.55,0.65,1.8,5.7,19.15
Kenrich Williams,1629026,2024-25,0,1610612760,OKC,30.0,36,0,14.13888888888889,2.2777777777777777,4.444444444444445,0.513,0.8333333333333334,2.1944444444444446,0.38,0.4166666666666667,0.4722222222222222,0.882,0.8333333333333334,2.5,3.333333333333333,0.9444444444444444,0.6111111111111112,0.1388888888888889,0.5555555555555556,1.5555555555555556,5.805555555555555,13.805555555555555
Mark Williams,1631109,2024-25,0,1610612766,CHA,23.0,21,18,24.666666666666668,6.238095238095238,10.428571428571429,0.598,0.0,0.0476190476190476,0.0,3.1904761904761907,4.190476190476191,0.761,3.4285714285714284,6.190476190476191,9.61904761904762,2.523809523809524,0.6666666666666666,1.238095238095238,1.0952380952380951,2.619047619047619,15.666666666666666,36.80952380952381
Nate Williams,1631466,2024-25,0,1610612745,HOU,25.0,6,0,3.5,1.1666666666666667,1.5,0.778,0.3333333333333333,0.6666666666666666,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.1666666666666666,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.1666666666666666,2.6666666666666665,6.333333333333333
Patrick Williams,1630172,2024-25,0,1610612741,CHI,23.0,40,35,26.65,3.35,8.825,0.38,1.65,4.625,0.357,1.075,1.35,0.796,0.725,3.4,4.125,2.15,0.775,0.625,1.375,1.325,9.425,19.950000000000003
Ziaire Williams,1630533,2024-25,0,1610612751,BKN,23.0,35,18,23.314285714285717,3.257142857142857,8.028571428571428,0.406,1.2857142857142858,3.971428571428572,0.324,1.8285714285714283,2.257142857142857,0.81,1.0571428571428572,3.6,4.6571428571428575,1.4285714285714286,1.0285714285714285,0.4,1.0285714285714285,2.4571428571428573,9.628571428571428,20.142857142857142
Robert Williams III,1629057,2024-25,0,1610612757,POR,27.0,17,3,17.294117647058822,2.411764705882353,3.7058823529411766,0.651,0.0588235294117647,0.1764705882352941,0.333,0.8823529411764706,1.0,0.882,1.7647058823529411,3.941176470588236,5.705882352941177,1.0,0.6470588235294118,1.7058823529411764,0.8823529411764706,1.4705882352941178,5.764705882352941,22.176470588235293
Vince Williams Jr.,1631246,2024-25,0,1610612763,MEM,24.0,3,0,15.0,2.333333333333333,6.333333333333333,0.368,0.3333333333333333,2.6666666666666665,0.125,0.3333333333333333,1.3333333333333333,0.25,1.3333333333333333,2.333333333333333,3.6666666666666665,3.0,0.0,0.6666666666666666,2.333333333333333,3.0,5.333333333333333,10.666666666666664
Zion Williamson,1629627,2024-25,0,1610612740,NOP,24.0,13,13,28.46153846153846,9.0,17.307692307692307,0.52,0.1538461538461538,0.8461538461538461,0.182,5.461538461538462,8.461538461538462,0.645,3.1538461538461537,5.0,8.153846153846153,5.0,1.1538461538461535,1.2307692307692308,3.3076923076923075,2.923076923076923,23.615384615384617,42.53846153846153
Jalen Wilson,1630592,2024-25,0,1610612751,BKN,24.0,48,14,27.75,3.270833333333333,8.354166666666666,0.392,1.3958333333333333,4.520833333333333,0.309,1.6666666666666667,1.9791666666666667,0.842,1.0416666666666667,2.458333333333333,3.5,1.9166666666666667,0.5416666666666666,0.0416666666666666,1.1666666666666667,2.2291666666666665,9.604166666666666,16.20833333333333
James Wiseman,1630164,2024-25,0,1610612754,IND,23.0,1,0,5.0,2.0,4.0,0.5,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0
Delon Wright,1626153,2024-25,0,1610612749,MIL,32.0,25,2,15.32,0.88,3.12,0.282,0.48,1.84,0.261,0.32,0.56,0.571,0.6,1.12,1.72,1.8,0.84,0.32,0.56,0.68,2.56,10.28
Guerschon Yabusele,1627824,2024-25,0,1610612755,PHI,29.0,46,24,26.58695652173913,4.065217391304348,7.891304347826087,0.515,1.565217391304348,3.891304347826087,0.402,1.2826086956521738,1.8043478260869563,0.711,1.8695652173913044,3.6739130434782608,5.543478260869565,2.0,0.782608695652174,0.4130434782608695,1.3043478260869563,2.5217391304347827,10.978260869565217,23.97826086956522
